mnID,nmFrameID,TimeStamp,mnGridCols,mnGridRows,KeyPoints,PoseX,PoseY,PoseZ
0,0,1512795974.330300,64,48,1893,0.000000,0.000000,0.000000
18,101,1512795994.838800,64,48,1003,-0.052085,-0.024111,-0.131665
21,107,1512795996.056600,64,48,1001,-0.069987,-0.032098,-0.175007
20,105,1512795995.653100,64,48,1003,-0.066007,-0.029853,-0.165561
23,111,1512795996.871600,64,48,1004,-0.048891,-0.025336,-0.154667
49,154,1512796005.511600,64,48,926,-0.026661,-0.025936,-0.134349
48,153,1512796005.315900,64,48,968,-0.027578,-0.020971,-0.124723
50,156,1512796005.917500,64,48,954,-0.025346,-0.009907,-0.114996
58,172,1512796009.117800,64,48,1000,-0.008832,-0.001523,0.008365
63,180,1512796010.743800,64,48,1002,-0.001939,0.001188,0.017087
64,182,1512796011.143500,64,48,1002,-0.002998,0.001410,0.013838
65,184,1512796011.535000,64,48,1003,-0.004621,0.000118,0.008113
90,234,1512796021.672900,64,48,1002,-0.022120,-0.002703,-0.120628
95,245,1512796023.894900,64,48,1001,-0.025056,-0.026695,-0.156256
98,248,1512796024.496400,64,48,998,-0.030383,-0.030799,-0.178440
99,249,1512796024.709800,64,48,1003,-0.032884,-0.031581,-0.187328
