mnID,nmFrameID,TimeStamp,mnGridCols,mnGridRows,KeyPoints,PoseX,PoseY,PoseZ
0,0,1512795974.330300,64,48,1893,0.000000,0.000000,0.000000
18,101,1512795994.838800,64,48,1003,-0.053815,-0.023720,-0.133010
21,107,1512795996.056600,64,48,1001,-0.072127,-0.031371,-0.177301
20,105,1512795995.653100,64,48,1003,-0.067843,-0.028921,-0.167517
23,111,1512795996.871600,64,48,1004,-0.050594,-0.024387,-0.156835
49,154,1512796005.511600,64,48,926,-0.016867,-0.029627,-0.146783
48,153,1512796005.315900,64,48,968,-0.017082,-0.023105,-0.137692
50,156,1512796005.917500,64,48,954,-0.016246,-0.008785,-0.128953
58,172,1512796009.117800,64,48,1000,-0.009105,-0.000847,0.011126
63,180,1512796010.743800,64,48,1002,-0.001933,0.001925,0.019992
64,182,1512796011.143500,64,48,1002,-0.003018,0.002111,0.016492
65,184,1512796011.535000,64,48,1003,-0.004635,0.000832,0.010932
87,230,1512796020.875200,64,48,1004,-0.030722,-0.014069,-0.096029
86,229,1512796020.680800,64,48,994,-0.023513,-0.016933,-0.092134
