mnID,nmFrameID,TimeStamp,mnGridCols,mnGridRows,KeyPoints,PoseX,PoseY,PoseZ
0,0,1512795974.330300,64,48,1893,0.000000,0.000000,0.000000
18,101,1512795994.838800,64,48,1003,-0.052478,-0.024410,-0.134954
21,107,1512795996.056600,64,48,1001,-0.070613,-0.032079,-0.179752
20,105,1512795995.653100,64,48,1003,-0.066166,-0.029820,-0.169945
23,111,1512795996.871600,64,48,1004,-0.049229,-0.025462,-0.158882
49,154,1512796005.511600,64,48,926,-0.016116,-0.029517,-0.141870
48,153,1512796005.315900,64,48,968,-0.015348,-0.022648,-0.132047
50,156,1512796005.917500,64,48,954,-0.013568,-0.010790,-0.122875
58,172,1512796009.117800,64,48,1000,-0.008382,-0.001052,0.009876
63,180,1512796010.743800,64,48,1002,-0.001233,0.001690,0.018747
64,182,1512796011.143500,64,48,1002,-0.002235,0.001858,0.015204
65,184,1512796011.535000,64,48,1003,-0.003408,0.000534,0.009183
74,211,1512796017.075800,64,48,1000,-0.026220,-0.026092,-0.136220
83,224,1512796019.655100,64,48,1004,-0.002414,-0.002650,-0.007685
