mnID,nmFrameID,TimeStamp,mnGridCols,mnGridRows,KeyPoints,PoseX,PoseY,PoseZ
0,0,1512795974.330300,64,48,1893,0.000000,0.000000,0.000000
18,101,1512795994.838800,64,48,1003,-0.052388,-0.023378,-0.131622
21,107,1512795996.056600,64,48,1001,-0.069930,-0.031181,-0.175446
20,105,1512795995.653100,64,48,1003,-0.065973,-0.029205,-0.165739
23,111,1512795996.871600,64,48,1004,-0.048988,-0.024364,-0.154533
49,154,1512796005.511600,64,48,926,-0.023185,-0.026576,-0.136484
48,153,1512796005.315900,64,48,968,-0.023466,-0.021221,-0.126964
50,156,1512796005.917500,64,48,954,-0.021484,-0.010013,-0.116827
58,172,1512796009.117800,64,48,1000,-0.008691,-0.000901,0.009126
63,180,1512796010.743800,64,48,1002,-0.001609,0.001876,0.017594
64,182,1512796011.143500,64,48,1002,-0.002701,0.002005,0.014483
65,184,1512796011.535000,64,48,1003,-0.004445,0.000702,0.008944
90,234,1512796021.672900,64,48,1002,-0.023015,-0.002490,-0.120134
95,245,1512796023.894900,64,48,1001,-0.024807,-0.025828,-0.157110
94,244,1512796023.700500,64,48,997,-0.021101,-0.022994,-0.150868
96,246,1512796024.103100,64,48,996,-0.025305,-0.027406,-0.168845
