mnID,nmFrameID,TimeStamp,mnGridCols,mnGridRows,KeyPoints,PoseX,PoseY,PoseZ
0,0,1512795974.330300,64,48,1893,0.000000,0.000000,0.000000
18,101,1512795994.838800,64,48,1003,-0.050428,-0.022508,-0.127593
21,107,1512795996.056600,64,48,1001,-0.067329,-0.029719,-0.169748
20,105,1512795995.653100,64,48,1003,-0.063400,-0.027258,-0.160726
23,111,1512795996.871600,64,48,1004,-0.046855,-0.023655,-0.149958
49,154,1512796005.511600,64,48,926,-0.020265,-0.027198,-0.126482
48,153,1512796005.315900,64,48,968,-0.021314,-0.021946,-0.119018
50,156,1512796005.917500,64,48,954,-0.019806,-0.010658,-0.110344
58,172,1512796009.117800,64,48,1000,-0.008453,-0.001259,0.008574
63,180,1512796010.743800,64,48,1002,-0.001582,0.001384,0.017324
64,182,1512796011.143500,64,48,1002,-0.002556,0.001599,0.013945
65,184,1512796011.535000,64,48,1003,-0.004278,0.000380,0.008562
90,234,1512796021.672900,64,48,1002,-0.019675,-0.004425,-0.118052
95,245,1512796023.894900,64,48,1001,-0.022610,-0.024651,-0.150889
100,250,1512796024.910100,64,48,1003,-0.036278,-0.032166,-0.205112
105,257,1512796026.320000,64,48,1001,-0.054288,-0.036646,-0.252415
107,259,1512796026.717400,64,48,1001,-0.053960,-0.039669,-0.274571
108,260,1512796026.941700,64,48,1000,-0.054941,-0.042207,-0.282484
