mnId,RefKF.Id,RefKF.FrameId,NextId,FirstKF,FirstFrame,PoseX,PoseY,PoseZ
0,0,30,8946,1,31,-0.053738,0.068917,0.684851
1,0,30,8946,1,31,-0.142675,-0.370958,1.737015
5,0,30,8946,1,31,-0.350887,-0.080143,0.943438
7,0,30,8946,1,31,-0.251463,-0.134642,0.991059
12,0,30,8946,1,31,0.244539,-0.258790,1.567241
13,0,30,8946,1,31,-0.210028,-0.010649,0.968169
14,0,30,8946,1,31,-0.232215,-0.035348,0.929700
16,0,30,8946,1,31,-0.321343,-0.147331,0.887972
19,0,30,8946,1,31,0.225942,0.031334,0.769890
22,0,30,8946,1,31,-0.120135,0.071110,0.687753
23,0,30,8946,1,31,-0.133734,0.068962,0.715570
24,0,30,8946,1,31,-0.134860,0.045719,0.687098
28,0,30,8946,1,31,0.383410,-0.338661,1.267611
31,0,30,8946,1,31,0.304805,-0.134693,1.367687
35,0,30,8946,1,31,0.165565,-0.049817,1.664649
41,0,30,8946,1,31,0.275159,-0.269067,1.328887
42,0,30,8946,1,31,-0.346230,-0.322973,1.555334
44,0,30,8946,1,31,0.163229,0.072823,0.762864
45,0,30,8946,1,31,0.275317,-0.344234,1.280125
51,0,30,8946,1,31,0.278965,-0.047768,0.790638
54,0,30,8946,1,31,0.134826,0.078314,0.598553
55,0,30,8946,1,31,0.152700,0.073647,0.590443
57,0,30,8946,1,31,-0.218826,-0.331685,1.658785
58,0,30,8946,1,31,-0.205590,0.077538,0.589023
61,0,30,8946,1,31,-0.291555,-0.041203,0.924227
62,0,30,8946,1,31,0.002240,-0.103700,1.893646
64,0,30,8946,1,31,0.140574,0.045883,0.944119
66,0,30,8946,1,31,-0.255033,0.027270,0.852463
70,0,30,8946,1,31,0.292451,-0.093825,0.860997
72,0,30,8946,1,31,0.199793,-0.119996,1.349282
73,0,30,8946,1,31,0.205797,-0.150091,1.418874
77,0,30,8946,1,31,0.059226,-0.268534,1.936915
80,0,30,8946,1,31,0.320873,-0.259545,1.271423
81,0,30,8946,1,31,0.302009,-0.289293,1.240222
82,0,30,8946,1,31,-0.218373,-0.054582,0.992683
85,0,30,8946,1,31,0.135781,0.081911,0.552746
86,0,30,8946,1,31,-0.303674,0.008095,0.964312
87,0,30,8946,1,31,0.183015,-0.021362,1.284472
92,0,30,8946,1,31,0.134505,0.092121,0.448868
94,0,30,8946,1,31,0.250920,-0.247348,1.398263
98,0,30,8946,1,31,0.331203,-0.035549,1.247605
100,0,30,8946,1,31,0.225242,-0.005466,0.812041
102,0,30,8946,1,31,0.186704,0.054426,0.839576
104,0,30,8946,1,31,0.186781,0.027080,0.795822
105,0,30,8946,1,31,-0.037596,0.092592,0.453026
112,0,30,8946,1,31,0.265496,-0.145068,1.305811
117,0,30,8946,1,31,-0.009185,0.055392,0.864528
119,0,30,8946,1,31,0.353772,-0.249648,1.253466
123,0,30,8946,1,31,-0.147170,0.033919,0.684657
127,0,30,8946,1,31,0.279596,0.019193,1.447674
130,0,30,8946,1,31,0.035261,-0.150210,1.929720
133,0,30,8946,1,31,0.321876,-0.040983,1.063497
135,0,30,8946,1,31,0.131623,0.064863,0.692865
137,0,30,8946,1,31,-0.144007,0.049757,0.631980
138,0,30,8946,1,31,0.056967,0.086540,0.416204
139,0,30,8946,1,31,0.052722,0.080818,0.421872
141,0,30,8946,1,31,0.332378,-0.106814,1.168926
144,0,30,8946,1,31,0.097452,0.073138,0.628917
145,0,30,8946,1,31,0.075618,0.073172,0.608139
146,0,30,8946,1,31,0.104470,0.069381,0.692939
147,0,30,8946,1,31,0.074982,0.068129,0.651979
149,0,30,8946,1,31,0.169169,0.047456,0.862645
