mnID,nmFrameID,TimeStamp,mnGridCols,mnGridRows,KeyPoints,PoseX,PoseY,PoseZ
0,0,1512795974.330300,64,48,1893,0.000000,0.000000,0.000000
18,101,1512795994.838800,64,48,1003,-0.054945,-0.024545,-0.136208
21,107,1512795996.056600,64,48,1001,-0.073474,-0.032737,-0.181774
20,105,1512795995.653100,64,48,1003,-0.068968,-0.030292,-0.171914
23,111,1512795996.871600,64,48,1004,-0.051454,-0.025521,-0.160188
49,154,1512796005.511600,64,48,926,-0.028284,-0.029442,-0.142551
48,153,1512796005.315900,64,48,968,-0.028011,-0.023156,-0.132406
50,156,1512796005.917500,64,48,954,-0.026607,-0.009266,-0.123375
58,172,1512796009.117800,64,48,1000,-0.008712,-0.001009,0.009983
63,180,1512796010.743800,64,48,1002,-0.001516,0.001973,0.018911
64,182,1512796011.143500,64,48,1002,-0.002599,0.002105,0.015877
65,184,1512796011.535000,64,48,1003,-0.004255,0.000903,0.010253
86,229,1512796020.680800,64,48,994,-0.024970,-0.018279,-0.096390
88,231,1512796021.070000,64,48,995,-0.038305,-0.002009,-0.103347
89,233,1512796021.477000,64,48,995,-0.025795,-0.017933,-0.116807
90,234,1512796021.672900,64,48,1002,-0.022874,-0.005099,-0.126917
