mnID,nmFrameID,TimeStamp,mnGridCols,mnGridRows,KeyPoints,PoseX,PoseY,PoseZ
0,0,1512795974.330300,64,48,1893,0.000000,0.000000,0.000000
18,101,1512795994.838800,64,48,1003,-0.057912,-0.027453,-0.147823
21,107,1512795996.056600,64,48,1001,-0.076855,-0.035864,-0.197321
20,105,1512795995.653100,64,48,1003,-0.072765,-0.033441,-0.186179
25,116,1512795997.892700,64,48,1003,-0.034126,-0.017037,-0.112633
23,111,1512795996.871600,64,48,1004,-0.052775,-0.027577,-0.174266
26,118,1512795998.294000,64,48,1003,-0.022687,-0.012836,-0.078198
41,143,1512796003.293500,64,48,993,-0.014230,-0.014148,-0.073378
49,154,1512796005.511600,64,48,926,-0.014811,-0.043895,-0.155405
48,153,1512796005.315900,64,48,968,-0.015892,-0.034252,-0.146613
50,156,1512796005.917500,64,48,954,-0.012198,-0.024765,-0.136224
52,162,1512796007.118200,64,48,1001,-0.018304,-0.017190,-0.089440
54,167,1512796008.124900,64,48,1003,-0.017076,-0.011971,-0.042594
