mnID,nmFrameID,TimeStamp,mnGridCols,mnGridRows,KeyPoints,PoseX,PoseY,PoseZ
0,0,1512795974.330300,64,48,1893,0.000000,0.000000,0.000000
18,101,1512795994.838800,64,48,1003,-0.054394,-0.024270,-0.136151
21,107,1512795996.056600,64,48,1001,-0.073030,-0.032369,-0.181365
20,105,1512795995.653100,64,48,1003,-0.068517,-0.029953,-0.171514
23,111,1512795996.871600,64,48,1004,-0.051016,-0.025522,-0.160109
49,154,1512796005.511600,64,48,926,-0.023869,-0.030225,-0.148364
48,153,1512796005.315900,64,48,968,-0.023698,-0.023991,-0.138732
50,156,1512796005.917500,64,48,954,-0.023061,-0.008481,-0.130028
58,172,1512796009.117800,64,48,1000,-0.008658,-0.000939,0.009798
63,180,1512796010.743800,64,48,1002,-0.001516,0.001973,0.018911
64,182,1512796011.143500,64,48,1002,-0.002601,0.002128,0.015618
65,184,1512796011.535000,64,48,1003,-0.004216,0.000949,0.009976
86,229,1512796020.680800,64,48,994,-0.023916,-0.017561,-0.095208
88,231,1512796021.070000,64,48,995,-0.034147,-0.004035,-0.103796
89,233,1512796021.477000,64,48,995,-0.023131,-0.017030,-0.115134
