mnID,nmFrameID,TimeStamp,mnGridCols,mnGridRows,KeyPoints,PoseX,PoseY,PoseZ
0,0,1512795974.330300,64,48,1893,0.000000,0.000000,0.000000
18,101,1512795994.838800,64,48,1003,-0.046575,-0.021467,-0.122381
21,107,1512795996.056600,64,48,1001,-0.062837,-0.028418,-0.162357
20,105,1512795995.653100,64,48,1003,-0.059203,-0.026236,-0.153737
23,111,1512795996.871600,64,48,1004,-0.043624,-0.022277,-0.143228
49,154,1512796005.511600,64,48,926,-0.013206,-0.026020,-0.122644
48,153,1512796005.315900,64,48,968,-0.016425,-0.020371,-0.117371
50,156,1512796005.917500,64,48,954,-0.013555,-0.009155,-0.107705
63,180,1512796010.743800,64,48,1002,-0.000437,0.001756,0.017524
114,268,1512796028.573400,64,48,981,-0.052666,-0.042295,-0.293863
113,267,1512796028.375400,64,48,981,-0.052837,-0.043415,-0.299188
115,271,1512796029.200300,64,48,999,-0.049629,-0.038882,-0.267500
118,281,1512796031.247800,64,48,1002,-0.040429,-0.026868,-0.179217
120,293,1512796033.671400,64,48,1003,-0.031023,-0.009825,-0.051938
122,298,1512796034.675600,64,48,1001,-0.025026,-0.002190,0.014446
123,300,1512796035.090900,64,48,1003,-0.021025,0.000749,0.034120
124,301,1512796035.287400,64,48,1001,-0.003636,0.002957,0.050210
126,303,1512796035.700500,64,48,1000,0.004218,0.006530,0.061963
128,305,1512796036.093100,64,48,977,0.019344,0.002185,0.049794
129,432,1512796061.689900,64,48,1001,-0.010084,-0.001989,-0.003850
