mnID,nmFrameID,TimeStamp,mnGridCols,mnGridRows,KeyPoints,PoseX,PoseY,PoseZ
0,0,1512795974.330300,64,48,1893,0.000000,0.000000,0.000000
18,101,1512795994.838800,64,48,1003,-0.055783,-0.026530,-0.140590
21,107,1512795996.056600,64,48,1001,-0.074901,-0.034455,-0.187024
20,105,1512795995.653100,64,48,1003,-0.069925,-0.032194,-0.177142
23,111,1512795996.871600,64,48,1004,-0.051696,-0.027221,-0.165664
41,143,1512796003.293500,64,48,993,-0.014066,-0.013113,-0.070066
49,154,1512796005.511600,64,48,926,-0.014811,-0.043895,-0.155405
48,153,1512796005.315900,64,48,968,-0.015875,-0.034555,-0.146581
50,156,1512796005.917500,64,48,954,-0.012146,-0.024428,-0.136219
52,162,1512796007.118200,64,48,1001,-0.017578,-0.016982,-0.085451
54,167,1512796008.124900,64,48,1003,-0.018304,-0.012426,-0.039364
58,172,1512796009.117800,64,48,1000,-0.008859,-0.002049,0.009907
63,180,1512796010.743800,64,48,1002,-0.001437,0.001298,0.019290
66,188,1512796012.362900,64,48,1002,-0.013555,-0.002892,-0.013177
64,182,1512796011.143500,64,48,1002,-0.002509,0.001085,0.016654
65,184,1512796011.535000,64,48,1003,-0.004138,-0.000219,0.009916
