mnID,nmFrameID,TimeStamp,mnGridCols,mnGridRows,KeyPoints,PoseX,PoseY,PoseZ
0,0,1512795974.330300,64,48,1893,0.000000,0.000000,0.000000
18,101,1512795994.838800,64,48,1003,-0.057222,-0.025712,-0.141162
21,107,1512795996.056600,64,48,1001,-0.076658,-0.033146,-0.187609
20,105,1512795995.653100,64,48,1003,-0.071928,-0.030912,-0.177743
23,111,1512795996.871600,64,48,1004,-0.053758,-0.026294,-0.166355
49,154,1512796005.511600,64,48,926,-0.015606,-0.038463,-0.150226
48,153,1512796005.315900,64,48,968,-0.017061,-0.030093,-0.141537
50,156,1512796005.917500,64,48,954,-0.015954,-0.019790,-0.134597
52,162,1512796007.118200,64,48,1001,-0.019895,-0.014620,-0.083350
58,172,1512796009.117800,64,48,1000,-0.009987,-0.000923,0.011721
63,180,1512796010.743800,64,48,1002,-0.001701,0.002541,0.021846
64,182,1512796011.143500,64,48,1002,-0.003202,0.002285,0.018961
65,184,1512796011.535000,64,48,1003,-0.004962,0.000900,0.011816
69,197,1512796014.267200,64,48,1004,-0.019986,-0.015330,-0.082991
70,203,1512796015.477700,64,48,1000,-0.023534,-0.016134,-0.103252
