mnID,nmFrameID,TimeStamp,mnGridCols,mnGridRows,KeyPoints,PoseX,PoseY,PoseZ
0,0,1512795974.330300,64,48,1893,0.000000,0.000000,0.000000
18,101,1512795994.838800,64,48,1003,-0.056586,-0.024835,-0.136908
21,107,1512795996.056600,64,48,1001,-0.075303,-0.032927,-0.183393
20,105,1512795995.653100,64,48,1003,-0.070739,-0.030310,-0.173143
23,111,1512795996.871600,64,48,1004,-0.053503,-0.025889,-0.161885
49,154,1512796005.511600,64,48,926,-0.019114,-0.031191,-0.149896
48,153,1512796005.315900,64,48,968,-0.020360,-0.025102,-0.141059
50,156,1512796005.917500,64,48,954,-0.019384,-0.013107,-0.132968
58,172,1512796009.117800,64,48,1000,-0.010073,-0.000458,0.013415
63,180,1512796010.743800,64,48,1002,-0.002418,0.002465,0.022015
64,182,1512796011.143500,64,48,1002,-0.003604,0.002589,0.018443
65,184,1512796011.535000,64,48,1003,-0.005119,0.001282,0.012489
74,211,1512796017.075800,64,48,1000,-0.030467,-0.027708,-0.141285
80,221,1512796019.066100,64,48,1003,-0.005338,-0.001016,0.012060
