mnID,nmFrameID,TimeStamp,mnGridCols,mnGridRows,KeyPoints,PoseX,PoseY,PoseZ
0,0,1512795974.330300,64,48,1893,0.000000,0.000000,0.000000
18,101,1512795994.838800,64,48,1003,-0.056601,-0.025402,-0.141282
21,107,1512795996.056600,64,48,1001,-0.075814,-0.032797,-0.188114
20,105,1512795995.653100,64,48,1003,-0.071258,-0.030582,-0.178001
23,111,1512795996.871600,64,48,1004,-0.053129,-0.026029,-0.166433
49,154,1512796005.511600,64,48,926,-0.017679,-0.038680,-0.150247
48,153,1512796005.315900,64,48,968,-0.018560,-0.030742,-0.141788
50,156,1512796005.917500,64,48,954,-0.018774,-0.020479,-0.133942
52,162,1512796007.118200,64,48,1001,-0.020107,-0.014638,-0.082775
58,172,1512796009.117800,64,48,1000,-0.009472,-0.000666,0.011521
63,180,1512796010.743800,64,48,1002,-0.001362,0.002730,0.021577
64,182,1512796011.143500,64,48,1002,-0.002824,0.002472,0.018790
65,184,1512796011.535000,64,48,1003,-0.004567,0.001081,0.011685
69,197,1512796014.267200,64,48,1004,-0.019977,-0.014609,-0.082161
71,204,1512796015.674600,64,48,1003,-0.022865,-0.018073,-0.108169
