mnID,nmFrameID,TimeStamp,mnGridCols,mnGridRows,KeyPoints,PoseX,PoseY,PoseZ
0,0,1512795974.330300,64,48,1893,0.000000,0.000000,0.000000
18,101,1512795994.838800,64,48,1003,-0.055465,-0.025574,-0.138112
21,107,1512795996.056600,64,48,1001,-0.074215,-0.033276,-0.184291
20,105,1512795995.653100,64,48,1003,-0.069445,-0.031018,-0.174442
23,111,1512795996.871600,64,48,1004,-0.051519,-0.026171,-0.163177
41,143,1512796003.293500,64,48,993,-0.014787,-0.012656,-0.067934
49,154,1512796005.511600,64,48,926,-0.015346,-0.042740,-0.152326
48,153,1512796005.315900,64,48,968,-0.016839,-0.033333,-0.143585
50,156,1512796005.917500,64,48,954,-0.013728,-0.023239,-0.134239
52,162,1512796007.118200,64,48,1001,-0.018168,-0.016364,-0.083356
58,172,1512796009.117800,64,48,1000,-0.009348,-0.001665,0.011117
63,180,1512796010.743800,64,48,1002,-0.001334,0.001871,0.020949
64,182,1512796011.143500,64,48,1002,-0.002746,0.001561,0.017825
65,184,1512796011.535000,64,48,1003,-0.004445,0.000358,0.011046
67,193,1512796013.416700,64,48,1006,-0.020596,-0.008417,-0.048070
