mnID,nmFrameID,TimeStamp,mnGridCols,mnGridRows,KeyPoints,PoseX,PoseY,PoseZ
0,0,1512795974.330300,64,48,1893,0.000000,0.000000,0.000000
18,101,1512795994.838800,64,48,1003,-0.048309,-0.021706,-0.123152
21,107,1512795996.056600,64,48,1001,-0.064520,-0.028911,-0.163550
20,105,1512795995.653100,64,48,1003,-0.060971,-0.026768,-0.154606
23,111,1512795996.871600,64,48,1004,-0.044894,-0.022720,-0.144447
49,154,1512796005.511600,64,48,926,-0.020265,-0.027198,-0.126482
48,153,1512796005.315900,64,48,968,-0.020779,-0.021571,-0.118042
50,156,1512796005.917500,64,48,954,-0.019092,-0.009676,-0.109233
58,172,1512796009.117800,64,48,1000,-0.008124,-0.001493,0.007575
63,180,1512796010.743800,64,48,1002,-0.001582,0.001156,0.015879
64,182,1512796011.143500,64,48,1002,-0.002521,0.001322,0.012803
65,184,1512796011.535000,64,48,1003,-0.004082,0.000083,0.007563
90,234,1512796021.672900,64,48,1002,-0.017686,-0.003874,-0.114534
95,245,1512796023.894900,64,48,1001,-0.020944,-0.023561,-0.146664
100,250,1512796024.910100,64,48,1003,-0.034552,-0.031575,-0.200538
105,257,1512796026.320000,64,48,1001,-0.051383,-0.035565,-0.245661
110,262,1512796027.350000,64,48,987,-0.052780,-0.042968,-0.287594
112,265,1512796027.977500,64,48,992,-0.053972,-0.044517,-0.299357
