mnID,nmFrameID,TimeStamp,mnGridCols,mnGridRows,KeyPoints,PoseX,PoseY,PoseZ
0,0,1512795974.330300,64,48,1893,0.000000,0.000000,0.000000
18,101,1512795994.838800,64,48,1003,-0.058928,-0.027208,-0.151097
21,107,1512795996.056600,64,48,1001,-0.078682,-0.035737,-0.201291
20,105,1512795995.653100,64,48,1003,-0.074198,-0.033230,-0.190182
25,116,1512795997.892700,64,48,1003,-0.034717,-0.017214,-0.115354
23,111,1512795996.871600,64,48,1004,-0.054086,-0.027424,-0.177937
26,118,1512795998.294000,64,48,1003,-0.023113,-0.012944,-0.080354
41,143,1512796003.293500,64,48,993,-0.012236,-0.015537,-0.076607
49,154,1512796005.511600,64,48,926,-0.003227,-0.036414,-0.146226
48,153,1512796005.315900,64,48,968,-0.006465,-0.029707,-0.141362
50,156,1512796005.917500,64,48,954,-0.004753,-0.023185,-0.131751
53,166,1512796007.926000,64,48,1003,-0.016557,-0.010715,-0.046789
52,162,1512796007.118200,64,48,1001,-0.016734,-0.016456,-0.091608
