mnID,nmFrameID,TimeStamp,mnGridCols,mnGridRows,KeyPoints,PoseX,PoseY,PoseZ
0,0,1512795974.330300,64,48,1893,0.000000,0.000000,0.000000
18,101,1512795994.838800,64,48,1003,-0.046535,-0.021374,-0.122096
21,107,1512795996.056600,64,48,1001,-0.062727,-0.028232,-0.161903
20,105,1512795995.653100,64,48,1003,-0.058860,-0.025928,-0.153324
23,111,1512795996.871600,64,48,1004,-0.043521,-0.022040,-0.142983
49,154,1512796005.511600,64,48,926,-0.013206,-0.026020,-0.122644
48,153,1512796005.315900,64,48,968,-0.016425,-0.020371,-0.117371
50,156,1512796005.917500,64,48,954,-0.013555,-0.009155,-0.107705
63,180,1512796010.743800,64,48,1002,-0.000877,0.001501,0.018670
65,184,1512796011.535000,64,48,1003,-0.003427,0.000206,0.009136
114,268,1512796028.573400,64,48,981,-0.052385,-0.042016,-0.294456
113,267,1512796028.375400,64,48,981,-0.052519,-0.043169,-0.299764
115,271,1512796029.200300,64,48,999,-0.049375,-0.038514,-0.268065
118,281,1512796031.247800,64,48,1002,-0.040378,-0.026625,-0.179247
120,293,1512796033.671400,64,48,1003,-0.031022,-0.009658,-0.051754
122,298,1512796034.675600,64,48,1001,-0.025106,-0.001953,0.014918
123,300,1512796035.090900,64,48,1003,-0.021029,0.000639,0.034504
124,301,1512796035.287400,64,48,1001,-0.002870,0.002868,0.050292
125,302,1512796035.503900,64,48,1000,0.002539,0.005617,0.064725
