mnID,nmFrameID,TimeStamp,mnGridCols,mnGridRows,KeyPoints,PoseX,PoseY,PoseZ
0,0,1512795974.330300,64,48,1893,0.000000,0.000000,0.000000
18,101,1512795994.838800,64,48,1003,-0.055752,-0.024931,-0.141608
21,107,1512795996.056600,64,48,1001,-0.074894,-0.032930,-0.188511
20,105,1512795995.653100,64,48,1003,-0.070408,-0.030569,-0.178211
23,111,1512795996.871600,64,48,1004,-0.052600,-0.025985,-0.166471
49,154,1512796005.511600,64,48,926,-0.014133,-0.037955,-0.146622
48,153,1512796005.315900,64,48,968,-0.015711,-0.030551,-0.138898
50,156,1512796005.917500,64,48,954,-0.016084,-0.020617,-0.131781
52,162,1512796007.118200,64,48,1001,-0.019839,-0.015536,-0.082761
58,172,1512796009.117800,64,48,1000,-0.009023,-0.000344,0.011246
63,180,1512796010.743800,64,48,1002,-0.001203,0.002928,0.021047
64,182,1512796011.143500,64,48,1002,-0.002665,0.002669,0.018290
65,184,1512796011.535000,64,48,1003,-0.004388,0.001318,0.011318
69,197,1512796014.267200,64,48,1004,-0.019355,-0.014586,-0.081750
73,209,1512796016.668100,64,48,1000,-0.027015,-0.024383,-0.139000
74,211,1512796017.075800,64,48,1000,-0.027515,-0.026601,-0.141131
