mnID,nmFrameID,TimeStamp,mnGridCols,mnGridRows,KeyPoints,PoseX,PoseY,PoseZ
0,0,1512795974.330300,64,48,1893,0.000000,0.000000,0.000000
18,101,1512795994.838800,64,48,1003,-0.052367,-0.023851,-0.131963
21,107,1512795996.056600,64,48,1001,-0.070322,-0.031933,-0.175295
20,105,1512795995.653100,64,48,1003,-0.066284,-0.029787,-0.165855
23,111,1512795996.871600,64,48,1004,-0.049077,-0.025151,-0.154995
49,154,1512796005.511600,64,48,926,-0.025573,-0.027410,-0.136266
48,153,1512796005.315900,64,48,968,-0.026474,-0.022536,-0.126549
50,156,1512796005.917500,64,48,954,-0.024506,-0.011533,-0.116671
58,172,1512796009.117800,64,48,1000,-0.008917,-0.001127,0.008548
63,180,1512796010.743800,64,48,1002,-0.001609,0.001876,0.017594
64,182,1512796011.143500,64,48,1002,-0.002823,0.001921,0.014287
65,184,1512796011.535000,64,48,1003,-0.004627,0.000532,0.008441
90,234,1512796021.672900,64,48,1002,-0.021494,-0.002804,-0.121122
95,245,1512796023.894900,64,48,1001,-0.024729,-0.026208,-0.156336
96,246,1512796024.103100,64,48,996,-0.025490,-0.027850,-0.167664
98,248,1512796024.496400,64,48,998,-0.029616,-0.030427,-0.178999
