mnID,nmFrameID,TimeStamp,mnGridCols,mnGridRows,KeyPoints,PoseX,PoseY,PoseZ
0,0,1512795974.330300,64,48,1893,0.000000,0.000000,0.000000
18,101,1512795994.838800,64,48,1003,-0.057087,-0.025970,-0.142286
21,107,1512795996.056600,64,48,1001,-0.076633,-0.033798,-0.190316
20,105,1512795995.653100,64,48,1003,-0.071743,-0.031207,-0.179893
23,111,1512795996.871600,64,48,1004,-0.053791,-0.026909,-0.167797
49,154,1512796005.511600,64,48,926,-0.016531,-0.034773,-0.148240
48,153,1512796005.315900,64,48,968,-0.018809,-0.027463,-0.140687
50,156,1512796005.917500,64,48,954,-0.017702,-0.018013,-0.131919
58,172,1512796009.117800,64,48,1000,-0.009677,-0.000879,0.011084
63,180,1512796010.743800,64,48,1002,-0.001701,0.002464,0.020568
64,182,1512796011.143500,64,48,1002,-0.003159,0.002196,0.017642
65,184,1512796011.535000,64,48,1003,-0.004851,0.000888,0.010798
75,214,1512796017.672600,64,48,1001,-0.032254,-0.021758,-0.116602
74,211,1512796017.075800,64,48,1000,-0.029285,-0.027312,-0.141217
76,216,1512796018.062700,64,48,1001,-0.017464,-0.013486,-0.057869
