mnID,nmFrameID,TimeStamp,mnGridCols,mnGridRows,KeyPoints,PoseX,PoseY,PoseZ
0,0,1512795974.330300,64,48,1893,0.000000,0.000000,0.000000
18,101,1512795994.838800,64,48,1003,-0.054015,-0.024856,-0.135198
21,107,1512795996.056600,64,48,1001,-0.072147,-0.032805,-0.180504
20,105,1512795995.653100,64,48,1003,-0.067585,-0.030429,-0.170753
23,111,1512795996.871600,64,48,1004,-0.050111,-0.025578,-0.159661
49,154,1512796005.511600,64,48,926,-0.019521,-0.027104,-0.144564
48,153,1512796005.315900,64,48,968,-0.018926,-0.021675,-0.135037
50,156,1512796005.917500,64,48,954,-0.017228,-0.009105,-0.125932
58,172,1512796009.117800,64,48,1000,-0.008600,-0.001597,0.010861
63,180,1512796010.743800,64,48,1002,-0.001278,0.001268,0.019840
64,182,1512796011.143500,64,48,1002,-0.002408,0.001405,0.016620
65,184,1512796011.535000,64,48,1003,-0.004075,0.000126,0.010872
84,226,1512796020.075300,64,48,1002,-0.009633,-0.008924,-0.030844
85,227,1512796020.271600,64,48,1002,-0.020993,-0.013918,-0.071838
