mnId,RefKF.Id,RefKF.FrameId,NextId,FirstKF,FirstFrame,PoseX,PoseY,PoseZ
1254,1,25,1502,1,25,-0.188486,-0.131275,0.920202
1262,1,25,1502,1,25,-0.580915,-1.565847,7.974312
1236,0,23,1502,1,25,-0.092722,0.139928,0.787586
1252,1,25,1502,1,25,-0.144971,0.015415,0.718174
1239,1,25,1502,1,25,-0.091708,-0.095091,0.384345
1234,1,25,1502,1,25,-0.024452,0.059313,0.336545
1257,1,25,1502,1,25,-0.155822,0.004165,0.658619
1205,1,25,1502,1,25,0.004101,0.031274,0.290791
1259,1,25,1502,1,25,-0.657117,-1.043285,4.628891
1241,1,25,1502,1,25,-0.124842,0.043222,0.399900
1275,1,25,1502,1,25,-1.552794,-0.025336,4.353376
1295,1,25,1502,1,25,-0.210679,-0.173667,0.781117
1299,1,25,1502,1,25,-0.132767,0.069959,0.370713
1300,1,25,1502,1,25,-0.057598,-0.147019,0.625514
1329,1,25,1502,1,25,-0.008474,0.034891,0.338464
1330,1,25,1502,1,25,-0.008692,0.034577,0.465620
1332,1,25,1502,1,25,-0.008835,0.042324,0.355114
1333,1,25,1502,1,25,0.005825,0.047844,0.432114
1334,1,25,1502,1,25,0.009283,0.019530,0.288682
1335,1,25,1502,1,25,1.520154,2.093450,9.201951
1337,1,25,1502,1,25,-0.006167,0.038077,0.224512
1338,1,25,1502,1,25,0.010601,0.042395,0.242792
1339,1,25,1502,1,25,-0.007119,0.036951,0.179454
1310,1,25,1502,1,25,-0.300927,0.120132,0.764729
1311,1,25,1502,1,25,-0.160927,0.066818,0.434750
1313,1,25,1502,1,25,-0.166260,0.096459,0.771673
1258,1,25,1502,1,25,-0.107951,0.001045,0.499542
1203,1,25,1502,1,25,-0.806973,-0.493375,1.886701
1204,1,25,1502,1,25,-0.515649,-0.300830,1.168162
1210,0,23,1502,1,25,0.067703,0.173160,2.888951
1271,1,25,1502,1,25,-0.007100,0.040353,0.193395
1251,1,25,1502,1,25,-0.136016,0.019877,0.676169
1233,1,25,1502,1,25,-0.279958,-0.198712,0.837359
1200,1,25,1502,1,25,-0.072715,0.028284,0.378095
1342,1,25,1502,1,25,-0.152594,0.053943,0.527664
1343,1,25,1502,1,25,-0.137563,0.045707,0.452365
1344,1,25,1502,1,25,-0.139825,0.056404,0.416543
1345,1,25,1502,1,25,-0.125786,0.053760,0.414280
1346,1,25,1502,1,25,-0.157963,0.059806,0.423673
1348,1,25,1502,1,25,-0.155763,0.014038,0.447939
1349,1,25,1502,1,25,-0.238827,0.034508,0.792416
1350,1,25,1502,1,25,-0.116434,0.082269,0.822823
1352,1,25,1502,1,25,-0.093664,0.042606,0.401537
1353,1,25,1502,1,25,-0.114315,0.067399,0.571555
1354,1,25,1502,1,25,-0.040198,0.010511,0.603709
1355,1,25,1502,1,25,-0.063103,0.036835,0.653372
1371,1,25,1502,1,25,0.024700,-0.106540,0.619561
1373,1,25,1502,1,25,0.015046,-0.194434,1.024349
1374,1,25,1502,1,25,0.185593,-0.190699,1.054845
1375,1,25,1502,1,25,-0.010454,-0.020029,0.556921
1377,1,25,1502,1,25,0.090947,-0.064375,0.576790
1378,1,25,1502,1,25,0.011905,-0.103694,0.708006
1380,1,25,1502,1,25,-0.369073,-0.175325,0.862292
1381,1,25,1502,1,25,-0.383554,-0.191987,0.879082
1384,1,25,1502,1,25,-0.412098,-0.298690,1.118652
1385,1,25,1502,1,25,-0.239514,-0.195458,0.808002
1386,1,25,1502,1,25,-0.496253,-0.279327,1.132038
1388,1,25,1502,1,25,-0.624232,-0.403304,1.571311
1389,1,25,1502,1,25,-0.120506,-0.192873,0.950865
1390,1,25,1502,1,25,-0.085832,-0.159452,0.711190
1391,1,25,1502,1,25,-0.066880,-0.210876,1.031230
1392,1,25,1502,1,25,-0.111334,-0.131203,0.785077
1223,1,25,1502,1,25,-0.175617,-0.141787,0.667270
1179,1,25,1502,1,25,-0.045321,0.063837,0.430458
1187,1,25,1502,1,25,-0.169172,-0.060836,0.678474
1266,1,25,1502,1,25,-0.144737,0.052045,0.431328
1260,1,25,1502,1,25,-0.245790,-0.345775,1.560386
1180,1,25,1502,1,25,-0.051946,0.065802,0.378325
1284,1,25,1502,1,25,-0.099194,0.080750,0.702906
1227,1,25,1502,1,25,-0.127150,0.053714,0.506791
1202,1,25,1502,1,25,-0.042048,0.049602,0.298900
1287,1,25,1502,1,25,-0.121176,0.027348,0.380213
1201,1,25,1502,1,25,-0.229496,-0.099542,1.013107
1225,1,25,1502,1,25,-0.034928,0.030164,0.522819
1318,1,25,1502,1,25,-0.122924,0.053408,0.324310
1319,1,25,1502,1,25,-0.290285,-0.145916,0.791898
1320,1,25,1502,1,25,0.004991,-0.097112,0.477335
1321,1,25,1502,1,25,-0.860721,-0.963785,4.448185
1323,1,25,1502,1,25,-0.357366,-0.206259,0.901481
1324,0,23,1502,1,25,-0.302085,0.502613,2.525781
1326,1,25,1502,1,25,-0.732855,-0.459268,2.167785
1327,1,25,1502,1,25,0.023153,0.030488,0.303661
1328,1,25,1502,1,25,0.039860,0.032068,0.301812
1218,0,23,1502,1,25,-0.000244,0.025011,0.176157
1190,1,25,1502,1,25,-0.108717,0.039116,0.235218
1249,1,25,1502,1,25,-0.089345,0.045771,0.356613
1183,1,25,1502,1,25,-0.052493,0.070935,0.279853
1216,1,25,1502,1,25,-0.004305,0.056882,0.345804
1248,1,25,1502,1,25,-0.056537,0.049479,0.196892
1221,1,25,1502,1,25,-0.320517,-0.230102,1.240471
1167,1,25,1502,1,25,-0.128230,0.165707,0.767456
1245,1,25,1502,1,25,-0.011164,-0.001214,0.586601
1195,1,25,1502,1,25,-0.316555,-0.160819,0.803171
1220,1,25,1502,1,25,-0.238700,0.163300,1.370972
1192,1,25,1502,1,25,-0.297288,-0.215720,0.856081
1222,1,25,1502,1,25,-0.200735,-0.163839,0.824887
1185,1,25,1502,1,25,-0.142643,-0.135626,0.541304
1282,1,25,1502,1,25,0.011513,0.008099,0.581399
1182,1,25,1502,1,25,-0.142485,0.059021,0.351925
1189,1,25,1502,1,25,-0.083747,0.049361,0.276561
1291,1,25,1502,1,25,-0.112014,-0.093936,0.548951
1292,1,25,1502,1,25,-0.109869,-0.103302,0.581464
1231,1,25,1502,1,25,-0.282667,-0.197978,0.885197
1240,1,25,1502,1,25,-0.138609,0.055282,0.469771
1274,1,25,1502,1,25,-0.198419,0.006995,0.541682
1199,1,25,1502,1,25,-0.161574,0.075398,0.829367
1232,1,25,1502,1,25,-0.229804,-0.147519,0.670088
1285,1,25,1502,1,25,-0.033732,0.026082,0.220426
1171,1,25,1502,1,25,-0.400603,-0.149066,1.059693
1280,1,25,1502,1,25,-0.251950,-0.160109,0.796876
1268,1,25,1502,1,25,0.006184,-0.083760,0.910637
1208,1,25,1502,1,25,-0.077511,0.069530,0.254765
1264,1,25,1502,1,25,-0.131297,0.064565,0.478998
1412,1,25,1502,1,25,-0.070983,-0.082171,0.652540
1413,1,25,1502,1,25,-0.024800,-0.052716,0.484631
1414,1,25,1502,1,25,-0.098919,-0.090073,0.587188
1416,1,25,1502,1,25,0.090895,-0.093383,0.580930
1417,1,25,1502,1,25,-0.136480,0.023618,0.518939
1278,0,23,1502,1,25,-0.084884,0.197360,0.940832
1224,1,25,1502,1,25,-0.333049,-0.137331,0.944633
1393,1,25,1502,1,25,-0.099189,-0.133637,0.693215
1398,1,25,1502,1,25,-0.104400,-0.105516,0.565738
1399,1,25,1502,1,25,-0.193955,-0.307162,1.232847
1400,1,25,1502,1,25,-0.084067,-0.223016,0.862059
1401,1,25,1502,1,25,-0.185250,-0.226807,0.812444
1403,1,25,1502,1,25,-0.467263,-0.020506,1.387534
1404,1,25,1502,1,25,-0.477107,-0.035530,1.380405
