mnID,nmFrameID,TimeStamp,mnGridCols,mnGridRows,KeyPoints,PoseX,PoseY,PoseZ
0,0,1512795974.330300,64,48,1893,0.000000,0.000000,0.000000
18,101,1512795994.838800,64,48,1003,-0.053077,-0.023535,-0.134090
21,107,1512795996.056600,64,48,1001,-0.071333,-0.031579,-0.178807
20,105,1512795995.653100,64,48,1003,-0.067098,-0.029393,-0.168870
23,111,1512795996.871600,64,48,1004,-0.049703,-0.024497,-0.157599
49,154,1512796005.511600,64,48,926,-0.026226,-0.028351,-0.141776
48,153,1512796005.315900,64,48,968,-0.026387,-0.023489,-0.131761
50,156,1512796005.917500,64,48,954,-0.024874,-0.010437,-0.122171
58,172,1512796009.117800,64,48,1000,-0.008481,-0.000736,0.010011
63,180,1512796010.743800,64,48,1002,-0.001366,0.002117,0.019111
64,182,1512796011.143500,64,48,1002,-0.002437,0.002265,0.015810
65,184,1512796011.535000,64,48,1003,-0.004189,0.001041,0.010261
86,229,1512796020.680800,64,48,994,-0.023942,-0.017082,-0.095776
92,241,1512796023.092900,64,48,1001,-0.021392,-0.022744,-0.135180
91,240,1512796022.897500,64,48,1002,-0.020305,-0.022461,-0.130498
90,234,1512796021.672900,64,48,1002,-0.022082,-0.003428,-0.124801
