mnID,nmFrameID,TimeStamp,mnGridCols,mnGridRows,KeyPoints,PoseX,PoseY,PoseZ
0,0,1512795974.330300,64,48,1893,0.000000,0.000000,0.000000
18,101,1512795994.838800,64,48,1003,-0.050650,-0.022639,-0.127623
21,107,1512795996.056600,64,48,1001,-0.067607,-0.029686,-0.169950
20,105,1512795995.653100,64,48,1003,-0.063591,-0.027359,-0.160797
23,111,1512795996.871600,64,48,1004,-0.047192,-0.023710,-0.149908
49,154,1512796005.511600,64,48,926,-0.020265,-0.027198,-0.126482
48,153,1512796005.315900,64,48,968,-0.021314,-0.021946,-0.119018
50,156,1512796005.917500,64,48,954,-0.019806,-0.010658,-0.110344
58,172,1512796009.117800,64,48,1000,-0.008574,-0.001246,0.008589
63,180,1512796010.743800,64,48,1002,-0.001582,0.001384,0.017324
64,182,1512796011.143500,64,48,1002,-0.002595,0.001612,0.013973
65,184,1512796011.535000,64,48,1003,-0.004328,0.000399,0.008540
90,234,1512796021.672900,64,48,1002,-0.019852,-0.004205,-0.118344
95,245,1512796023.894900,64,48,1001,-0.022875,-0.024777,-0.151358
100,250,1512796024.910100,64,48,1003,-0.036373,-0.032221,-0.205617
106,258,1512796026.518100,64,48,1002,-0.054625,-0.039214,-0.261530
105,257,1512796026.320000,64,48,1001,-0.054729,-0.036950,-0.252632
107,259,1512796026.717400,64,48,1001,-0.054718,-0.039984,-0.274909
