mnID,nmFrameID,TimeStamp,mnGridCols,mnGridRows,KeyPoints,PoseX,PoseY,PoseZ
0,0,1512795974.330300,64,48,1893,0.000000,0.000000,0.000000
18,101,1512795994.838800,64,48,1003,-0.057161,-0.026237,-0.142150
21,107,1512795996.056600,64,48,1001,-0.076491,-0.033941,-0.190304
20,105,1512795995.653100,64,48,1003,-0.071695,-0.031560,-0.179894
23,111,1512795996.871600,64,48,1004,-0.053655,-0.027139,-0.167681
49,154,1512796005.511600,64,48,926,-0.019055,-0.033158,-0.148816
48,153,1512796005.315900,64,48,968,-0.020827,-0.026092,-0.140976
50,156,1512796005.917500,64,48,954,-0.019470,-0.015347,-0.132148
58,172,1512796009.117800,64,48,1000,-0.009328,-0.001136,0.010836
63,180,1512796010.743800,64,48,1002,-0.001428,0.002193,0.020045
64,182,1512796011.143500,64,48,1002,-0.002869,0.001905,0.016920
65,184,1512796011.535000,64,48,1003,-0.004605,0.000707,0.010450
74,211,1512796017.075800,64,48,1000,-0.029544,-0.027357,-0.142611
76,216,1512796018.062700,64,48,1001,-0.018033,-0.013079,-0.057762
77,217,1512796018.259200,64,48,1005,-0.011155,-0.008289,-0.042132
