mnID,nmFrameID,TimeStamp,mnGridCols,mnGridRows,KeyPoints,PoseX,PoseY,PoseZ
0,0,1512795974.330300,64,48,1893,0.000000,0.000000,0.000000
18,101,1512795994.838800,64,48,1003,-0.048297,-0.022056,-0.123928
21,107,1512795996.056600,64,48,1001,-0.064632,-0.028954,-0.163728
20,105,1512795995.653100,64,48,1003,-0.060400,-0.026799,-0.155326
23,111,1512795996.871600,64,48,1004,-0.044996,-0.022861,-0.144893
49,154,1512796005.511600,64,48,926,-0.013397,-0.021314,-0.117410
48,153,1512796005.315900,64,48,968,-0.015916,-0.016425,-0.111766
50,156,1512796005.917500,64,48,954,-0.013183,-0.006084,-0.102248
58,172,1512796009.117800,64,48,1000,-0.007698,-0.001334,0.008136
63,180,1512796010.743800,64,48,1002,-0.001565,0.000892,0.016586
64,182,1512796011.143500,64,48,1002,-0.002511,0.001297,0.013401
65,184,1512796011.535000,64,48,1003,-0.003977,0.000085,0.008343
90,234,1512796021.672900,64,48,1002,-0.018818,-0.003102,-0.113972
114,268,1512796028.573400,64,48,981,-0.054492,-0.042624,-0.292595
113,267,1512796028.375400,64,48,981,-0.054309,-0.043686,-0.298072
115,271,1512796029.200300,64,48,999,-0.051375,-0.039080,-0.266797
118,281,1512796031.247800,64,48,1002,-0.041359,-0.027441,-0.181268
120,293,1512796033.671400,64,48,1003,-0.031063,-0.010574,-0.053304
119,290,1512796033.064900,64,48,1003,-0.032088,-0.016192,-0.082697
