mnID,nmFrameID,TimeStamp,mnGridCols,mnGridRows,KeyPoints,PoseX,PoseY,PoseZ
0,0,1512795974.330300,64,48,1893,0.000000,0.000000,0.000000
18,101,1512795994.838800,64,48,1003,-0.053729,-0.024445,-0.134262
21,107,1512795996.056600,64,48,1001,-0.071865,-0.032135,-0.179348
20,105,1512795995.653100,64,48,1003,-0.067575,-0.029748,-0.169415
23,111,1512795996.871600,64,48,1004,-0.050688,-0.025413,-0.158479
49,154,1512796005.511600,64,48,926,-0.013461,-0.029747,-0.142127
48,153,1512796005.315900,64,48,968,-0.013718,-0.023346,-0.132916
50,156,1512796005.917500,64,48,954,-0.012419,-0.011274,-0.124569
58,172,1512796009.117800,64,48,1000,-0.009199,-0.000985,0.011110
63,180,1512796010.743800,64,48,1002,-0.001923,0.001737,0.020162
64,182,1512796011.143500,64,48,1002,-0.002912,0.002023,0.016380
65,184,1512796011.535000,64,48,1003,-0.004386,0.000827,0.010532
74,211,1512796017.075800,64,48,1000,-0.027018,-0.026572,-0.136889
82,223,1512796019.458800,64,48,1002,-0.011060,-0.000038,0.002885
