mnID,nmFrameID,TimeStamp,mnGridCols,mnGridRows,KeyPoints,PoseX,PoseY,PoseZ
0,0,1512795974.330300,64,48,1893,0.000000,0.000000,0.000000
18,101,1512795994.838800,64,48,1003,-0.055384,-0.025014,-0.141364
21,107,1512795996.056600,64,48,1001,-0.074723,-0.032837,-0.187588
20,105,1512795995.653100,64,48,1003,-0.070051,-0.030534,-0.177698
23,111,1512795996.871600,64,48,1004,-0.052171,-0.026178,-0.166021
49,154,1512796005.511600,64,48,926,-0.013487,-0.037079,-0.147652
48,153,1512796005.315900,64,48,968,-0.014794,-0.029547,-0.139590
50,156,1512796005.917500,64,48,954,-0.014792,-0.019937,-0.132118
52,162,1512796007.118200,64,48,1001,-0.018362,-0.014551,-0.082316
58,172,1512796009.117800,64,48,1000,-0.008902,-0.000516,0.011209
63,180,1512796010.743800,64,48,1002,-0.001016,0.002767,0.021015
64,182,1512796011.143500,64,48,1002,-0.002451,0.002509,0.018297
65,184,1512796011.535000,64,48,1003,-0.004184,0.001188,0.011320
69,197,1512796014.267200,64,48,1004,-0.018948,-0.013877,-0.081385
73,209,1512796016.668100,64,48,1000,-0.025923,-0.023498,-0.138277
