mnID,nmFrameID,TimeStamp,mnGridCols,mnGridRows,KeyPoints,PoseX,PoseY,PoseZ
0,0,1512795974.330300,64,48,1893,0.000000,0.000000,0.000000
18,101,1512795994.838800,64,48,1003,-0.049069,-0.021974,-0.124349
21,107,1512795996.056600,64,48,1001,-0.065415,-0.029181,-0.165293
20,105,1512795995.653100,64,48,1003,-0.061810,-0.026901,-0.156287
23,111,1512795996.871600,64,48,1004,-0.045511,-0.022925,-0.146127
49,154,1512796005.511600,64,48,926,-0.020265,-0.027198,-0.126482
48,153,1512796005.315900,64,48,968,-0.021325,-0.021891,-0.118733
50,156,1512796005.917500,64,48,954,-0.019845,-0.010344,-0.110215
58,172,1512796009.117800,64,48,1000,-0.008359,-0.001357,0.008126
63,180,1512796010.743800,64,48,1002,-0.001582,0.001384,0.017324
64,182,1512796011.143500,64,48,1002,-0.002598,0.001567,0.013768
65,184,1512796011.535000,64,48,1003,-0.004224,0.000276,0.008216
90,234,1512796021.672900,64,48,1002,-0.018607,-0.003995,-0.115738
95,245,1512796023.894900,64,48,1001,-0.021745,-0.024194,-0.148272
100,250,1512796024.910100,64,48,1003,-0.035647,-0.032089,-0.202336
105,257,1512796026.320000,64,48,1001,-0.052532,-0.036360,-0.248290
110,262,1512796027.350000,64,48,987,-0.054038,-0.043529,-0.290220
109,261,1512796027.147700,64,48,997,-0.054124,-0.042884,-0.283976
