mnId,RefKF.Id,RefKF.FrameId,NextId,FirstKF,FirstFrame,PoseX,PoseY,PoseZ
470,1,11,1034,1,11,0.172084,0.184914,0.826305
471,1,11,1034,1,11,-0.078772,0.054193,0.987126
536,1,11,1034,1,11,0.047985,-0.126110,0.803079
538,1,11,1034,1,11,0.193801,-0.204471,0.804123
542,1,11,1034,1,11,0.561786,0.605318,2.283997
543,1,11,1034,1,11,0.169289,0.206441,0.751775
544,1,11,1034,1,11,0.164499,0.192432,1.760524
546,1,11,1034,1,11,0.258080,0.200992,2.589351
547,1,11,1034,1,11,0.148487,0.150292,0.846331
552,1,11,1034,1,11,0.381020,0.083513,1.061969
553,1,11,1034,1,11,3.673305,0.929648,11.010736
555,1,11,1034,1,11,0.151882,0.120992,0.894619
556,1,11,1034,1,11,0.147694,0.089434,0.808076
561,1,11,1034,1,11,0.222899,0.124880,0.701596
563,1,11,1034,1,11,0.225630,-0.196630,0.762564
566,1,11,1034,1,11,0.259241,0.157999,0.745724
505,1,11,1034,1,11,0.177370,0.164789,0.747092
506,1,11,1034,1,11,0.180383,0.168409,0.828701
510,1,11,1034,1,11,0.219275,-0.047040,0.701710
511,1,11,1034,1,11,0.211589,-0.061275,0.734176
513,1,11,1034,1,11,0.263488,0.044856,0.768542
514,1,11,1034,1,11,0.254312,0.026711,0.723616
515,1,11,1034,1,11,0.240124,0.033596,0.720140
518,1,11,1034,1,11,0.242016,0.227911,0.824579
521,1,11,1034,1,11,0.104391,0.194095,0.924483
522,1,11,1034,1,11,-0.000896,-0.010553,1.167694
524,1,11,1034,1,11,0.107788,0.293150,1.717187
526,1,11,1034,1,11,0.145412,-0.082764,0.497846
527,1,11,1034,1,11,0.166703,0.045052,0.764503
528,1,11,1034,1,11,0.266623,0.038417,1.011278
529,1,11,1034,1,11,0.007161,0.225481,1.223895
530,1,11,1034,1,11,0.022861,0.158248,0.989767
531,1,11,1034,1,11,0.167550,-0.155617,0.872416
533,1,11,1034,1,11,0.141586,-0.169675,0.857400
400,1,11,1034,1,11,0.234788,0.071330,0.888376
413,1,11,1034,1,11,-0.126722,0.004507,1.138321
397,1,11,1034,1,11,0.211122,-0.030161,0.720505
425,1,11,1034,1,11,0.006450,-0.069272,0.711215
396,1,11,1034,1,11,-0.146358,0.013227,1.075695
451,1,11,1034,1,11,0.222267,0.153141,0.681628
567,1,11,1034,1,11,0.188659,0.125017,0.586227
568,1,11,1034,1,11,0.319617,0.185745,0.946718
572,1,11,1034,1,11,0.144270,-0.137518,0.916994
574,1,11,1034,1,11,0.063976,-0.088504,0.804867
575,1,11,1034,1,11,0.100667,-0.234984,1.148510
576,1,11,1034,1,11,0.076811,-0.205830,0.976516
577,1,11,1034,1,11,0.115460,0.069457,1.302275
578,1,11,1034,1,11,0.228069,-0.069674,0.770880
580,1,11,1034,1,11,0.290726,0.119841,1.127357
581,1,11,1034,1,11,0.175296,0.052179,0.734965
586,1,11,1034,1,11,0.230942,0.355865,1.970527
588,1,11,1034,1,11,0.045645,-0.039078,0.745965
589,1,11,1034,1,11,0.048814,-0.052427,0.707118
590,1,11,1034,1,11,0.290333,0.101596,1.042826
593,1,11,1034,1,11,0.111500,-0.133041,0.775202
594,1,11,1034,1,11,0.110187,-0.151613,0.861170
595,1,11,1034,1,11,0.222910,-0.349172,1.748407
596,1,11,1034,1,11,0.182618,-0.157445,0.772746
