mnID,nmFrameID,TimeStamp,mnGridCols,mnGridRows,KeyPoints,PoseX,PoseY,PoseZ
0,0,1512795974.330300,64,48,1893,0.000000,0.000000,0.000000
18,101,1512795994.838800,64,48,1003,-0.050868,-0.022949,-0.127658
21,107,1512795996.056600,64,48,1001,-0.067832,-0.030059,-0.170697
20,105,1512795995.653100,64,48,1003,-0.063923,-0.027908,-0.161279
23,111,1512795996.871600,64,48,1004,-0.047202,-0.023745,-0.150440
104,256,1512796026.115800,64,48,1004,-0.055124,-0.036468,-0.243193
49,154,1512796005.511600,64,48,926,-0.020265,-0.027198,-0.126482
48,153,1512796005.315900,64,48,968,-0.021493,-0.021800,-0.118469
50,156,1512796005.917500,64,48,954,-0.020279,-0.011060,-0.110271
58,172,1512796009.117800,64,48,1000,-0.008592,-0.001352,0.008721
63,180,1512796010.743800,64,48,1002,-0.001582,0.001384,0.017324
64,182,1512796011.143500,64,48,1002,-0.002610,0.001592,0.014079
65,184,1512796011.535000,64,48,1003,-0.004324,0.000361,0.008531
90,234,1512796021.672900,64,48,1002,-0.021075,-0.003893,-0.119031
95,245,1512796023.894900,64,48,1001,-0.024140,-0.025180,-0.152086
100,250,1512796024.910100,64,48,1003,-0.038551,-0.033003,-0.206513
105,257,1512796026.320000,64,48,1001,-0.056356,-0.037108,-0.251937
