mnID,nmFrameID,TimeStamp,mnGridCols,mnGridRows,KeyPoints,PoseX,PoseY,PoseZ
0,0,1512795974.330300,64,48,1893,0.000000,0.000000,0.000000
18,101,1512795994.838800,64,48,1003,-0.052720,-0.023387,-0.132752
21,107,1512795996.056600,64,48,1001,-0.070847,-0.031297,-0.177031
20,105,1512795995.653100,64,48,1003,-0.066644,-0.029190,-0.167201
23,111,1512795996.871600,64,48,1004,-0.049484,-0.024171,-0.156016
49,154,1512796005.511600,64,48,926,-0.024913,-0.026345,-0.138511
48,153,1512796005.315900,64,48,968,-0.024867,-0.022043,-0.128438
50,156,1512796005.917500,64,48,954,-0.023070,-0.009095,-0.118855
58,172,1512796009.117800,64,48,1000,-0.008624,-0.000833,0.009733
63,180,1512796010.743800,64,48,1002,-0.001617,0.001993,0.018632
64,182,1512796011.143500,64,48,1002,-0.002672,0.002153,0.015377
65,184,1512796011.535000,64,48,1003,-0.004401,0.000881,0.009889
86,229,1512796020.680800,64,48,994,-0.024258,-0.016891,-0.094572
92,241,1512796023.092900,64,48,1001,-0.021550,-0.022444,-0.134190
90,234,1512796021.672900,64,48,1002,-0.022755,-0.002940,-0.123541
93,242,1512796023.288800,64,48,986,-0.021735,-0.022683,-0.137153
