mnID,nmFrameID,TimeStamp,mnGridCols,mnGridRows,KeyPoints,PoseX,PoseY,PoseZ
0,0,1512795974.330300,64,48,1893,0.000000,0.000000,0.000000
18,101,1512795994.838800,64,48,1003,-0.051444,-0.023155,-0.128744
21,107,1512795996.056600,64,48,1001,-0.068715,-0.030582,-0.172252
20,105,1512795995.653100,64,48,1003,-0.064735,-0.028501,-0.162698
23,111,1512795996.871600,64,48,1004,-0.047826,-0.024306,-0.151764
104,256,1512796026.115800,64,48,1004,-0.055421,-0.036819,-0.243945
49,154,1512796005.511600,64,48,926,-0.020419,-0.026983,-0.128026
48,153,1512796005.315900,64,48,968,-0.021680,-0.021757,-0.119844
50,156,1512796005.917500,64,48,954,-0.020425,-0.011195,-0.111460
58,172,1512796009.117800,64,48,1000,-0.008677,-0.001450,0.008825
63,180,1512796010.743800,64,48,1002,-0.001566,0.001310,0.017488
64,182,1512796011.143500,64,48,1002,-0.002631,0.001538,0.014223
65,184,1512796011.535000,64,48,1003,-0.004361,0.000272,0.008592
90,234,1512796021.672900,64,48,1002,-0.021971,-0.003436,-0.119362
95,245,1512796023.894900,64,48,1001,-0.024857,-0.025801,-0.153248
100,250,1512796024.910100,64,48,1003,-0.039386,-0.033483,-0.207615
103,254,1512796025.721600,64,48,1001,-0.052820,-0.035243,-0.233161
