mnID,nmFrameID,TimeStamp,mnGridCols,mnGridRows,KeyPoints,PoseX,PoseY,PoseZ
0,0,1512795974.330300,64,48,1893,0.000000,0.000000,0.000000
1,70,1512795988.494500,64,48,1922,-0.014626,-0.013036,-0.033721
12,89,1512795992.407200,64,48,1004,-0.012712,-0.009145,-0.038602
18,101,1512795994.838800,64,48,1003,-0.054485,-0.027119,-0.155339
16,94,1512795993.439700,64,48,1005,-0.026138,-0.016759,-0.088383
15,92,1512795993.029300,64,48,1000,-0.017865,-0.014938,-0.066111
21,107,1512795996.056600,64,48,1001,-0.074715,-0.033310,-0.205382
20,105,1512795995.653100,64,48,1003,-0.070735,-0.032443,-0.194169
19,103,1512795995.255800,64,48,1001,-0.060792,-0.030489,-0.177686
23,111,1512795996.871600,64,48,1004,-0.051541,-0.027395,-0.181019
