mnID,nmFrameID,TimeStamp,mnGridCols,mnGridRows,KeyPoints,PoseX,PoseY,PoseZ
0,0,1512795974.330300,64,48,1893,0.000000,0.000000,0.000000
18,101,1512795994.838800,64,48,1003,-0.048230,-0.021587,-0.123836
21,107,1512795996.056600,64,48,1001,-0.064810,-0.028507,-0.164103
20,105,1512795995.653100,64,48,1003,-0.060826,-0.026219,-0.155433
23,111,1512795996.871600,64,48,1004,-0.045158,-0.022208,-0.144945
49,154,1512796005.511600,64,48,926,-0.013206,-0.026020,-0.122644
48,153,1512796005.315900,64,48,968,-0.016425,-0.020371,-0.117371
50,156,1512796005.917500,64,48,954,-0.013555,-0.009155,-0.107705
63,180,1512796010.743800,64,48,1002,-0.001223,0.001305,0.017706
64,182,1512796011.143500,64,48,1002,-0.002210,0.001588,0.014164
65,184,1512796011.535000,64,48,1003,-0.003612,0.000526,0.008969
114,268,1512796028.573400,64,48,981,-0.054233,-0.042117,-0.296359
113,267,1512796028.375400,64,48,981,-0.054274,-0.043234,-0.301801
115,271,1512796029.200300,64,48,999,-0.051180,-0.038514,-0.269926
118,281,1512796031.247800,64,48,1002,-0.041727,-0.026967,-0.181482
120,293,1512796033.671400,64,48,1003,-0.031912,-0.009852,-0.053210
122,298,1512796034.675600,64,48,1001,-0.025559,-0.001841,0.014173
123,300,1512796035.090900,64,48,1003,-0.021487,0.000703,0.034080
