mnID,nmFrameID,TimeStamp,mnGridCols,mnGridRows,KeyPoints,PoseX,PoseY,PoseZ
0,0,1512795974.330300,64,48,1893,0.000000,0.000000,0.000000
18,101,1512795994.838800,64,48,1003,-0.060320,-0.029379,-0.155911
21,107,1512795996.056600,64,48,1001,-0.080508,-0.039009,-0.207169
20,105,1512795995.653100,64,48,1003,-0.076393,-0.036203,-0.195377
25,116,1512795997.892700,64,48,1003,-0.035238,-0.019242,-0.119511
23,111,1512795996.871600,64,48,1004,-0.056916,-0.029313,-0.182354
26,118,1512795998.294000,64,48,1003,-0.023071,-0.014690,-0.084297
34,131,1512796000.901600,64,48,1002,0.001511,-0.001630,0.008863
38,138,1512796002.294700,64,48,1001,-0.004879,-0.006137,-0.030616
40,142,1512796003.098200,64,48,1002,-0.007508,-0.016223,-0.075167
39,140,1512796002.701900,64,48,999,-0.003303,-0.014706,-0.059726
