mnID,nmFrameID,TimeStamp,mnGridCols,mnGridRows,KeyPoints,PoseX,PoseY,PoseZ
0,0,1512795974.330300,64,48,1893,0.000000,0.000000,0.000000
18,101,1512795994.838800,64,48,1003,-0.056641,-0.025311,-0.142701
21,107,1512795996.056600,64,48,1001,-0.076131,-0.033345,-0.189923
20,105,1512795995.653100,64,48,1003,-0.071411,-0.030892,-0.179651
23,111,1512795996.871600,64,48,1004,-0.053285,-0.026442,-0.167838
49,154,1512796005.511600,64,48,926,-0.013459,-0.037959,-0.148044
48,153,1512796005.315900,64,48,968,-0.015148,-0.030678,-0.140347
50,156,1512796005.917500,64,48,954,-0.015458,-0.020979,-0.133152
58,172,1512796009.117800,64,48,1000,-0.009253,-0.000452,0.011304
63,180,1512796010.743800,64,48,1002,-0.001363,0.002839,0.021020
64,182,1512796011.143500,64,48,1002,-0.002812,0.002582,0.018242
65,184,1512796011.535000,64,48,1003,-0.004526,0.001254,0.011309
73,209,1512796016.668100,64,48,1000,-0.027948,-0.024324,-0.138542
75,214,1512796017.672600,64,48,1001,-0.030602,-0.022539,-0.117344
74,211,1512796017.075800,64,48,1000,-0.028693,-0.026740,-0.140882
