mnID,nmFrameID,TimeStamp,mnGridCols,mnGridRows,KeyPoints,PoseX,PoseY,PoseZ
0,0,1512795974.330300,64,48,1893,0.000000,0.000000,0.000000
18,101,1512795994.838800,64,48,1003,-0.057050,-0.025758,-0.139936
21,107,1512795996.056600,64,48,1001,-0.076526,-0.033139,-0.186581
20,105,1512795995.653100,64,48,1003,-0.071747,-0.030841,-0.176735
23,111,1512795996.871600,64,48,1004,-0.053644,-0.026397,-0.165276
41,143,1512796003.293500,64,48,993,-0.015834,-0.012321,-0.069098
49,154,1512796005.511600,64,48,926,-0.013783,-0.040737,-0.150400
48,153,1512796005.315900,64,48,968,-0.015834,-0.031797,-0.142238
50,156,1512796005.917500,64,48,954,-0.012768,-0.021705,-0.132681
52,162,1512796007.118200,64,48,1001,-0.019380,-0.015927,-0.084258
58,172,1512796009.117800,64,48,1000,-0.010026,-0.001018,0.012549
63,180,1512796010.743800,64,48,1002,-0.001491,0.002490,0.022080
68,194,1512796013.622200,64,48,1002,-0.019113,-0.011933,-0.064181
64,182,1512796011.143500,64,48,1002,-0.002992,0.002230,0.019175
65,184,1512796011.535000,64,48,1003,-0.004738,0.000912,0.012228
67,193,1512796013.416700,64,48,1006,-0.021274,-0.008235,-0.049035
