mnID,nmFrameID,TimeStamp,mnGridCols,mnGridRows,KeyPoints,PoseX,PoseY,PoseZ
0,0,1512795974.330300,64,48,1893,0.000000,0.000000,0.000000
18,101,1512795994.838800,64,48,1003,-0.048725,-0.021925,-0.125007
21,107,1512795996.056600,64,48,1001,-0.064839,-0.029215,-0.165597
20,105,1512795995.653100,64,48,1003,-0.061399,-0.026919,-0.156716
23,111,1512795996.871600,64,48,1004,-0.045507,-0.022591,-0.146315
49,154,1512796005.511600,64,48,926,-0.020265,-0.027198,-0.126482
48,153,1512796005.315900,64,48,968,-0.020595,-0.021226,-0.117608
50,156,1512796005.917500,64,48,954,-0.018610,-0.009467,-0.108264
58,172,1512796009.117800,64,48,1000,-0.008074,-0.001464,0.007653
63,180,1512796010.743800,64,48,1002,-0.001582,0.001156,0.015879
64,182,1512796011.143500,64,48,1002,-0.002529,0.001350,0.012892
65,184,1512796011.535000,64,48,1003,-0.004115,0.000115,0.007742
90,234,1512796021.672900,64,48,1002,-0.017890,-0.003881,-0.116388
95,245,1512796023.894900,64,48,1001,-0.021230,-0.023550,-0.148267
100,250,1512796024.910100,64,48,1003,-0.034486,-0.031730,-0.202711
105,257,1512796026.320000,64,48,1001,-0.051597,-0.035767,-0.247842
114,268,1512796028.573400,64,48,981,-0.055936,-0.043663,-0.296701
113,267,1512796028.375400,64,48,981,-0.055951,-0.044594,-0.302286
115,271,1512796029.200300,64,48,999,-0.052695,-0.039779,-0.270797
