mnId,RefKF.Id,RefKF.FrameId,NextId,FirstKF,FirstFrame,PoseX,PoseY,PoseZ
0,1,31,7003,1,31,-0.055512,0.070746,0.697582
1,1,31,7003,1,31,-0.148378,-0.381441,1.781595
5,1,31,7003,1,31,-0.361483,-0.078002,0.966540
7,1,31,7003,1,31,-0.249972,-0.136470,0.992096
12,1,31,7003,1,31,0.212953,-0.219200,1.356649
13,1,31,7003,1,31,-0.212008,-0.010539,0.973255
14,1,31,7003,1,31,-0.233780,-0.034838,0.936133
16,1,31,7003,1,31,-0.326738,-0.152502,0.903277
17,1,31,7003,1,31,4.151966,-6.880938,46.669788
19,1,31,7003,1,31,0.236213,0.032588,0.812865
20,11,41,7003,1,31,-0.240287,-0.169422,1.314121
22,1,31,7003,1,31,-0.121969,0.073268,0.696604
23,1,31,7003,1,31,-0.135497,0.070108,0.721523
24,1,31,7003,1,31,-0.138460,0.047760,0.701822
28,1,31,7003,1,31,0.406169,-0.360744,1.339241
31,1,31,7003,1,31,0.278165,-0.127496,1.260318
33,1,31,7003,1,31,0.088184,0.083939,0.530661
35,1,31,7003,1,31,0.187262,-0.051381,1.820562
39,1,31,7003,1,31,-0.341769,-0.039158,0.938910
41,1,31,7003,1,31,0.296060,-0.289116,1.428275
42,1,31,7003,1,31,-0.334209,-0.310056,1.500768
44,1,31,7003,1,31,0.150299,0.066187,0.685171
45,1,31,7003,1,31,0.282054,-0.352514,1.309155
51,1,31,7003,1,31,0.307926,-0.048497,0.878433
52,1,31,7003,1,31,0.178200,0.020887,0.816417
53,1,31,7003,1,31,0.056606,0.086177,0.493552
54,1,31,7003,1,31,0.138218,0.080885,0.614110
55,1,31,7003,1,31,0.155097,0.075266,0.600257
57,1,31,7003,1,31,-0.220561,-0.333970,1.668125
58,1,31,7003,1,31,-0.207156,0.077818,0.589573
61,1,31,7003,1,31,-0.292517,-0.041425,0.928163
62,1,31,7003,1,31,0.000152,-0.101746,1.874665
64,1,31,7003,1,31,0.145253,0.047837,0.983987
66,1,31,7003,1,31,-0.268845,0.032875,0.892960
70,1,31,7003,1,31,0.292074,-0.093506,0.861499
72,1,31,7003,1,31,0.197366,-0.118174,1.335481
73,1,31,7003,1,31,0.197144,-0.142090,1.362267
77,1,31,7003,1,31,0.058008,-0.268653,1.928550
80,1,31,7003,1,31,0.320641,-0.261304,1.274613
81,1,31,7003,1,31,0.301038,-0.289680,1.242244
82,1,31,7003,1,31,-0.219119,-0.055086,0.997983
83,1,31,7003,1,31,-0.206921,0.035207,0.596820
85,1,31,7003,1,31,0.137939,0.081614,0.557342
86,1,31,7003,1,31,-0.300317,0.008497,0.955151
87,1,31,7003,1,31,0.190359,-0.022856,1.339121
92,1,31,7003,1,31,0.140683,0.096486,0.470221
94,1,31,7003,1,31,0.247677,-0.244048,1.383142
98,1,31,7003,1,31,0.341910,-0.037013,1.292034
100,1,31,7003,1,31,0.234159,-0.006004,0.846295
102,1,31,7003,1,31,0.187530,0.055407,0.847933
104,1,31,7003,1,31,0.182114,0.026223,0.784590
105,1,31,7003,1,31,-0.038263,0.094270,0.458649
109,1,31,7003,1,31,0.117451,0.040638,1.047956
111,1,31,7003,1,31,0.239875,-0.133310,1.348456
112,1,31,7003,1,31,0.261991,-0.144291,1.288255
114,1,31,7003,1,31,-0.125245,0.077522,0.545407
115,1,31,7003,1,31,-0.097327,0.092160,0.510038
117,1,31,7003,1,31,-0.009060,0.056227,0.873931
118,1,31,7003,1,31,0.306587,-0.166829,0.956619
