mnID,nmFrameID,TimeStamp,mnGridCols,mnGridRows,KeyPoints,PoseX,PoseY,PoseZ
0,0,1512795974.330300,64,48,1893,0.000000,0.000000,0.000000
18,101,1512795994.838800,64,48,1003,-0.048363,-0.021592,-0.124224
21,107,1512795996.056600,64,48,1001,-0.064528,-0.028845,-0.164507
20,105,1512795995.653100,64,48,1003,-0.060727,-0.026804,-0.155816
23,111,1512795996.871600,64,48,1004,-0.045132,-0.022484,-0.145351
49,154,1512796005.511600,64,48,926,-0.017934,-0.025158,-0.124192
48,153,1512796005.315900,64,48,968,-0.019034,-0.020134,-0.116307
50,156,1512796005.917500,64,48,954,-0.016744,-0.008908,-0.106714
58,172,1512796009.117800,64,48,1000,-0.007813,-0.001293,0.007654
63,180,1512796010.743800,64,48,1002,-0.001340,0.001290,0.016344
64,182,1512796011.143500,64,48,1002,-0.002288,0.001556,0.013147
65,184,1512796011.535000,64,48,1003,-0.003864,0.000253,0.007771
90,234,1512796021.672900,64,48,1002,-0.018202,-0.003342,-0.116196
95,245,1512796023.894900,64,48,1001,-0.021887,-0.023325,-0.146986
114,268,1512796028.573400,64,48,981,-0.055911,-0.043398,-0.293950
113,267,1512796028.375400,64,48,981,-0.055944,-0.044281,-0.299540
115,271,1512796029.200300,64,48,999,-0.052497,-0.039320,-0.268098
116,275,1512796030.026800,64,48,1003,-0.051877,-0.033172,-0.228774
117,279,1512796030.842900,64,48,1003,-0.044312,-0.029299,-0.196257
