mnID,nmFrameID,TimeStamp,mnGridCols,mnGridRows,KeyPoints,PoseX,PoseY,PoseZ
0,0,1512795974.330300,64,48,1893,0.000000,0.000000,0.000000
18,101,1512795994.838800,64,48,1003,-0.052414,-0.023556,-0.131455
21,107,1512795996.056600,64,48,1001,-0.070126,-0.031441,-0.174855
20,105,1512795995.653100,64,48,1003,-0.066180,-0.029334,-0.165386
23,111,1512795996.871600,64,48,1004,-0.049102,-0.024785,-0.154423
49,154,1512796005.511600,64,48,926,-0.025595,-0.026300,-0.135861
48,153,1512796005.315900,64,48,968,-0.025549,-0.020943,-0.125419
50,156,1512796005.917500,64,48,954,-0.023595,-0.010267,-0.115120
58,172,1512796009.117800,64,48,1000,-0.008776,-0.001050,0.008909
63,180,1512796010.743800,64,48,1002,-0.001609,0.001876,0.017594
64,182,1512796011.143500,64,48,1002,-0.002701,0.001933,0.014377
65,184,1512796011.535000,64,48,1003,-0.004474,0.000631,0.008719
90,234,1512796021.672900,64,48,1002,-0.023007,-0.002776,-0.119519
95,245,1512796023.894900,64,48,1001,-0.024882,-0.026169,-0.156741
96,246,1512796024.103100,64,48,996,-0.025349,-0.027671,-0.168184
97,247,1512796024.301000,64,48,984,-0.026996,-0.027889,-0.172786
