mnID,nmFrameID,TimeStamp,mnGridCols,mnGridRows,KeyPoints,PoseX,PoseY,PoseZ
0,0,1512795974.330300,64,48,1893,0.000000,0.000000,0.000000
18,101,1512795994.838800,64,48,1003,-0.055467,-0.024826,-0.136419
21,107,1512795996.056600,64,48,1001,-0.074026,-0.032899,-0.182307
20,105,1512795995.653100,64,48,1003,-0.069613,-0.030329,-0.172230
23,111,1512795996.871600,64,48,1004,-0.052442,-0.025845,-0.161042
49,154,1512796005.511600,64,48,926,-0.015286,-0.030587,-0.148518
48,153,1512796005.315900,64,48,968,-0.016153,-0.024394,-0.139305
50,156,1512796005.917500,64,48,954,-0.015396,-0.012029,-0.131612
58,172,1512796009.117800,64,48,1000,-0.009366,-0.000579,0.012161
63,180,1512796010.743800,64,48,1002,-0.002182,0.002009,0.021373
64,182,1512796011.143500,64,48,1002,-0.003405,0.002257,0.017850
65,184,1512796011.535000,64,48,1003,-0.004892,0.001029,0.011845
74,211,1512796017.075800,64,48,1000,-0.029218,-0.027116,-0.140131
81,222,1512796019.263800,64,48,1003,-0.008613,0.000626,0.005539
