mnID,nmFrameID,TimeStamp,mnGridCols,mnGridRows,KeyPoints,PoseX,PoseY,PoseZ
0,0,1512795974.330300,64,48,1893,0.000000,0.000000,0.000000
18,101,1512795994.838800,64,48,1003,-0.053928,-0.024085,-0.135157
21,107,1512795996.056600,64,48,1001,-0.072381,-0.032094,-0.180447
20,105,1512795995.653100,64,48,1003,-0.067977,-0.029774,-0.170460
23,111,1512795996.871600,64,48,1004,-0.050385,-0.025089,-0.159128
49,154,1512796005.511600,64,48,926,-0.027946,-0.028512,-0.141257
48,153,1512796005.315900,64,48,968,-0.027878,-0.023238,-0.130731
50,156,1512796005.917500,64,48,954,-0.026468,-0.009509,-0.121566
58,172,1512796009.117800,64,48,1000,-0.008536,-0.000828,0.009853
63,180,1512796010.743800,64,48,1002,-0.001366,0.002117,0.019111
64,182,1512796011.143500,64,48,1002,-0.002451,0.002268,0.015830
65,184,1512796011.535000,64,48,1003,-0.004184,0.001010,0.010284
86,229,1512796020.680800,64,48,994,-0.024249,-0.018048,-0.096254
89,233,1512796021.477000,64,48,995,-0.024680,-0.018533,-0.116410
91,240,1512796022.897500,64,48,1002,-0.020137,-0.022062,-0.129672
90,234,1512796021.672900,64,48,1002,-0.022122,-0.004227,-0.125319
