mnID,nmFrameID,TimeStamp,mnGridCols,mnGridRows,KeyPoints,PoseX,PoseY,PoseZ
0,0,1512795974.330300,64,48,1893,0.000000,0.000000,0.000000
18,101,1512795994.838800,64,48,1003,-0.048423,-0.021590,-0.123987
21,107,1512795996.056600,64,48,1001,-0.064817,-0.028637,-0.164004
20,105,1512795995.653100,64,48,1003,-0.060862,-0.026409,-0.155486
23,111,1512795996.871600,64,48,1004,-0.045218,-0.022459,-0.144939
49,154,1512796005.511600,64,48,926,-0.013528,-0.023105,-0.118716
48,153,1512796005.315900,64,48,968,-0.016284,-0.018063,-0.112974
50,156,1512796005.917500,64,48,954,-0.013507,-0.007427,-0.103613
58,172,1512796009.117800,64,48,1000,-0.007651,-0.001120,0.007843
63,180,1512796010.743800,64,48,1002,-0.001859,0.000940,0.015942
64,182,1512796011.143500,64,48,1002,-0.002777,0.001275,0.013024
65,184,1512796011.535000,64,48,1003,-0.004049,0.000248,0.007936
90,234,1512796021.672900,64,48,1002,-0.017881,-0.003270,-0.115370
114,268,1512796028.573400,64,48,981,-0.054341,-0.042202,-0.294181
113,267,1512796028.375400,64,48,981,-0.054313,-0.043266,-0.299484
115,271,1512796029.200300,64,48,999,-0.051356,-0.038712,-0.267972
118,281,1512796031.247800,64,48,1002,-0.041447,-0.027288,-0.181280
120,293,1512796033.671400,64,48,1003,-0.031003,-0.010386,-0.053702
121,295,1512796034.067400,64,48,1002,-0.029377,-0.008738,-0.030380
