mnID,nmFrameID,TimeStamp,mnGridCols,mnGridRows,KeyPoints,PoseX,PoseY,PoseZ
0,0,1512795974.330300,64,48,1893,0.000000,0.000000,0.000000
18,101,1512795994.838800,64,48,1003,-0.060753,-0.029249,-0.155263
21,107,1512795996.056600,64,48,1001,-0.080508,-0.039009,-0.207169
20,105,1512795995.653100,64,48,1003,-0.076560,-0.036154,-0.195078
25,116,1512795997.892700,64,48,1003,-0.035200,-0.019596,-0.119192
23,111,1512795996.871600,64,48,1004,-0.057036,-0.029423,-0.181943
26,118,1512795998.294000,64,48,1003,-0.023056,-0.014844,-0.084128
34,131,1512796000.901600,64,48,1002,0.000437,-0.000538,0.011997
38,138,1512796002.294700,64,48,1001,-0.005566,-0.005657,-0.029416
39,140,1512796002.701900,64,48,999,-0.003092,-0.014099,-0.058861
