mnID,nmFrameID,TimeStamp,mnGridCols,mnGridRows,KeyPoints,PoseX,PoseY,PoseZ
0,0,1512795974.330300,64,48,1893,0.000000,0.000000,0.000000
18,101,1512795994.838800,64,48,1003,-0.046550,-0.021598,-0.122336
21,107,1512795996.056600,64,48,1001,-0.062615,-0.028332,-0.162058
20,105,1512795995.653100,64,48,1003,-0.059000,-0.026252,-0.153344
23,111,1512795996.871600,64,48,1004,-0.043522,-0.022256,-0.143055
49,154,1512796005.511600,64,48,926,-0.013206,-0.026020,-0.122644
48,153,1512796005.315900,64,48,968,-0.016425,-0.020371,-0.117371
50,156,1512796005.917500,64,48,954,-0.013555,-0.009155,-0.107705
63,180,1512796010.743800,64,48,1002,-0.000458,0.001605,0.018379
114,268,1512796028.573400,64,48,981,-0.052704,-0.042259,-0.293876
113,267,1512796028.375400,64,48,981,-0.052837,-0.043415,-0.299188
115,271,1512796029.200300,64,48,999,-0.049662,-0.038825,-0.267489
118,281,1512796031.247800,64,48,1002,-0.040469,-0.026846,-0.179168
120,293,1512796033.671400,64,48,1003,-0.031162,-0.009777,-0.051594
122,298,1512796034.675600,64,48,1001,-0.025128,-0.001937,0.014587
123,300,1512796035.090900,64,48,1003,-0.021124,0.000815,0.034593
124,301,1512796035.287400,64,48,1001,-0.003617,0.002651,0.050003
126,303,1512796035.700500,64,48,1000,0.004216,0.006250,0.062258
128,305,1512796036.093100,64,48,977,0.018781,0.001740,0.050700
