mnID,nmFrameID,TimeStamp,mnGridCols,mnGridRows,KeyPoints,PoseX,PoseY,PoseZ
0,0,1512795974.330300,64,48,1893,0.000000,0.000000,0.000000
18,101,1512795994.838800,64,48,1003,-0.049400,-0.022088,-0.125136
21,107,1512795996.056600,64,48,1001,-0.066094,-0.029195,-0.166178
20,105,1512795995.653100,64,48,1003,-0.062189,-0.026841,-0.157432
23,111,1512795996.871600,64,48,1004,-0.045993,-0.022981,-0.146969
49,154,1512796005.511600,64,48,926,-0.020265,-0.027198,-0.126482
48,153,1512796005.315900,64,48,968,-0.021374,-0.022017,-0.118986
50,156,1512796005.917500,64,48,954,-0.019916,-0.010646,-0.110409
58,172,1512796009.117800,64,48,1000,-0.008420,-0.001319,0.008097
63,180,1512796010.743800,64,48,1002,-0.001582,0.001384,0.017324
64,182,1512796011.143500,64,48,1002,-0.002621,0.001584,0.013807
65,184,1512796011.535000,64,48,1003,-0.004296,0.000320,0.008254
90,234,1512796021.672900,64,48,1002,-0.018366,-0.004642,-0.116697
95,245,1512796023.894900,64,48,1001,-0.021605,-0.024404,-0.148960
100,250,1512796024.910100,64,48,1003,-0.035077,-0.032094,-0.203003
105,257,1512796026.320000,64,48,1001,-0.052167,-0.036462,-0.249597
108,260,1512796026.941700,64,48,1000,-0.052948,-0.041562,-0.278955
109,261,1512796027.147700,64,48,997,-0.054013,-0.043004,-0.285020
