mnID,nmFrameID,TimeStamp,mnGridCols,mnGridRows,KeyPoints,PoseX,PoseY,PoseZ
0,0,1512795974.330300,64,48,1893,0.000000,0.000000,0.000000
1,70,1512795988.494500,64,48,1922,-0.014572,-0.013262,-0.034411
12,89,1512795992.407200,64,48,1004,-0.012669,-0.009486,-0.039498
18,101,1512795994.838800,64,48,1003,-0.055043,-0.027103,-0.156090
16,94,1512795993.439700,64,48,1005,-0.026599,-0.017175,-0.089368
15,92,1512795993.029300,64,48,1000,-0.017918,-0.015179,-0.066530
21,107,1512795996.056600,64,48,1001,-0.075211,-0.034318,-0.206492
20,105,1512795995.653100,64,48,1003,-0.070979,-0.033132,-0.195602
23,111,1512795996.871600,64,48,1004,-0.051589,-0.028082,-0.182262
24,114,1512795997.485400,64,48,1004,-0.036671,-0.022722,-0.141294
