mnId,RefKF.Id,RefKF.FrameId,NextId,FirstKF,FirstFrame,PoseX,PoseY,PoseZ
77,1,1,4371,1,1,-0.074612,0.088675,0.608969
81,1,1,4371,1,1,-0.185440,0.035132,0.568966
82,1,1,4371,1,1,-0.281355,0.050729,0.762084
83,1,1,4371,1,1,0.041092,0.097331,0.589249
84,1,1,4371,1,1,-0.356662,-0.168840,0.814146
86,1,1,4371,1,1,0.279695,0.160951,0.988625
88,1,1,4371,1,1,0.161049,0.094881,1.640222
89,1,1,4371,1,1,-0.346837,-0.133669,0.779390
91,1,1,4371,1,1,-0.284972,-0.009234,0.854486
94,1,1,4371,1,1,-0.255922,0.023124,0.817748
95,1,1,4371,1,1,-0.237364,-0.002981,0.853093
96,1,1,4371,1,1,-0.480380,-0.384903,1.499697
97,1,1,4371,1,1,-0.200760,0.049336,0.915389
99,1,1,4371,1,1,-0.143779,0.085012,0.576709
100,1,1,4371,1,1,-0.117597,0.077124,0.433222
102,1,1,4371,1,1,-0.019760,0.091687,0.657426
104,1,1,4371,1,1,-0.012892,0.053934,0.425544
107,1,1,4371,1,1,-0.284682,0.047080,0.753010
108,1,1,4371,1,1,-0.397609,0.040814,1.009155
109,1,1,4371,1,1,-0.323812,0.026110,0.811771
111,1,1,4371,1,1,-0.349204,-0.030352,0.771315
114,1,1,4371,1,1,-0.308224,-0.108788,0.853180
115,1,1,4371,1,1,-0.010141,0.103158,0.543006
116,1,1,4371,1,1,-0.016210,0.102238,0.533402
117,1,1,4371,1,1,-0.292748,-0.071326,0.854972
119,1,1,4371,1,1,-0.282726,-0.096038,0.842991
122,1,1,4371,1,1,-0.248515,0.046091,0.570760
124,1,1,4371,1,1,0.065919,0.114855,0.480444
126,1,1,4371,1,1,-0.235403,0.090605,0.534711
127,1,1,4371,1,1,-0.095366,0.055849,0.888548
128,1,1,4371,1,1,-0.192800,0.047677,0.483386
129,1,1,4371,1,1,-0.213123,0.038036,0.548516
134,1,1,4371,1,1,-0.202570,-0.117447,0.946691
136,1,1,4371,1,1,-0.259600,-0.027596,0.814057
139,1,1,4371,1,1,-0.133954,0.100419,0.486953
140,1,1,4371,1,1,-0.136101,0.101357,0.461449
142,1,1,4371,1,1,0.027725,0.063147,0.731613
143,1,1,4371,1,1,-0.344074,-0.151026,0.893150
145,1,1,4371,1,1,-0.330901,-0.153500,0.840425
146,1,1,4371,1,1,-0.331183,-0.160353,0.825210
147,1,1,4371,1,1,-0.325698,-0.071847,0.812358
150,1,1,4371,1,1,-0.226694,-0.075681,0.844282
153,1,1,4371,1,1,-0.095659,0.125213,0.552836
155,1,1,4371,1,1,0.121427,0.094256,0.441683
157,1,1,4371,1,1,-0.021994,0.104237,0.458957
160,1,1,4371,1,1,-0.337208,0.174324,0.729537
162,1,1,4371,1,1,-0.382185,0.083138,1.254183
163,1,1,4371,1,1,-0.520491,-0.190688,1.283572
165,1,1,4371,1,1,-0.044890,0.112879,0.471836
166,1,1,4371,1,1,0.131339,0.110756,1.055229
167,1,1,4371,1,1,0.214876,0.080927,0.882146
168,1,1,4371,1,1,-0.292358,-0.055736,0.867298
169,1,1,4371,1,1,-0.153158,0.052145,0.495867
171,1,1,4371,1,1,-0.170130,0.044395,0.569309
172,1,1,4371,1,1,-0.316572,-0.014081,0.802480
174,1,1,4371,1,1,-0.189514,0.085229,0.503735
175,1,1,4371,1,1,-0.175532,0.074763,0.440260
178,1,1,4371,1,1,0.205449,0.046077,0.804003
179,1,1,4371,1,1,0.112374,0.147989,0.703202
181,1,1,4371,1,1,0.233878,0.007531,0.913235
182,1,1,4371,1,1,-0.361011,-0.374908,1.646528
184,1,1,4371,1,1,-0.185634,0.117474,0.533753
185,1,1,4371,1,1,0.176249,0.066880,0.849368
187,1,1,4371,1,1,0.052244,0.097703,0.511669
188,1,1,4371,1,1,0.040751,0.106847,0.526796
189,1,1,4371,1,1,-0.171291,0.100837,0.474878
192,1,1,4371,1,1,-0.198102,0.074889,0.528272
193,1,1,4371,1,1,-0.225255,0.071328,0.535580
194,1,1,4371,1,1,0.111053,0.098043,0.504986
195,1,1,4371,1,1,-0.159893,0.059711,0.500214
196,1,1,4371,1,1,-0.252218,-0.041160,0.811520
197,1,1,4371,1,1,-0.268979,-0.069688,0.848929
199,1,1,4371,1,1,-0.075720,0.093787,0.528236
200,1,1,4371,1,1,-0.088566,0.103812,0.645524
206,1,1,4371,1,1,0.209816,0.019315,1.065026
211,1,1,4371,1,1,-0.312987,-0.054440,0.809008
214,1,1,4371,1,1,-0.127133,0.096778,0.507834
215,1,1,4371,1,1,-0.327656,0.017887,0.832643
216,1,1,4371,1,1,-0.324446,0.002538,0.826845
217,1,1,4371,1,1,-0.065736,0.107028,0.464287
219,1,1,4371,1,1,0.102379,0.104289,0.571851
220,1,1,4371,1,1,0.137531,0.114597,0.695107
221,1,1,4371,1,1,0.119656,0.124416,0.595117
222,1,1,4371,1,1,0.101221,0.099288,0.527146
225,1,1,4371,1,1,0.093023,0.082082,0.582021
226,1,1,4371,1,1,0.064577,0.093800,0.649730
228,1,1,4371,1,1,0.074991,0.083967,0.682213
229,1,1,4371,1,1,0.068953,0.119053,0.912982
230,1,1,4371,1,1,-0.196389,0.052371,0.590990
231,1,1,4371,1,1,-0.197989,0.053430,0.556121
233,1,1,4371,1,1,-0.106310,0.108115,0.451482
234,1,1,4371,1,1,-0.122454,0.105297,0.465594
237,1,1,4371,1,1,-0.375494,-0.069686,0.818641
238,1,1,4371,1,1,-0.349792,-0.108400,0.787229
240,1,1,4371,1,1,-0.086442,0.063797,0.818358
242,0,0,4371,0,0,0.064219,-0.111248,0.499251
245,0,0,4371,0,0,-0.175254,0.071697,0.414597
248,0,0,4371,0,0,0.129000,0.084358,0.623528
250,0,0,4371,0,0,0.082988,-0.061535,0.413548
251,0,0,4371,0,0,0.029851,-0.075901,0.291460
253,0,0,4371,0,0,-0.089433,0.045654,0.305227
258,2,2,4371,2,2,-0.113128,0.078884,0.408008
260,2,2,4371,2,2,-0.171077,0.069270,0.498683
263,2,2,4371,2,2,-0.193124,0.082208,0.504450
