mnID,nmFrameID,TimeStamp,mnGridCols,mnGridRows,KeyPoints,PoseX,PoseY,PoseZ
0,0,1512795974.330300,64,48,1893,0.000000,0.000000,0.000000
18,101,1512795994.838800,64,48,1003,-0.048538,-0.021959,-0.124368
21,107,1512795996.056600,64,48,1001,-0.064738,-0.029104,-0.164715
20,105,1512795995.653100,64,48,1003,-0.061064,-0.026862,-0.155922
23,111,1512795996.871600,64,48,1004,-0.045257,-0.022628,-0.145628
49,154,1512796005.511600,64,48,926,-0.020265,-0.027198,-0.126482
48,153,1512796005.315900,64,48,968,-0.020777,-0.021556,-0.117883
50,156,1512796005.917500,64,48,954,-0.018910,-0.009558,-0.108677
58,172,1512796009.117800,64,48,1000,-0.008157,-0.001458,0.007637
63,180,1512796010.743800,64,48,1002,-0.001582,0.001156,0.015879
64,182,1512796011.143500,64,48,1002,-0.002535,0.001373,0.012834
65,184,1512796011.535000,64,48,1003,-0.004111,0.000150,0.007620
90,234,1512796021.672900,64,48,1002,-0.017850,-0.004050,-0.115818
95,245,1512796023.894900,64,48,1001,-0.020916,-0.023568,-0.147922
100,250,1512796024.910100,64,48,1003,-0.034460,-0.031600,-0.202007
105,257,1512796026.320000,64,48,1001,-0.051046,-0.035868,-0.247545
114,268,1512796028.573400,64,48,981,-0.055502,-0.043405,-0.296224
113,267,1512796028.375400,64,48,981,-0.055684,-0.044477,-0.301085
