mnID,nmFrameID,TimeStamp,mnGridCols,mnGridRows,KeyPoints,PoseX,PoseY,PoseZ
0,0,1512795974.330300,64,48,1893,0.000000,0.000000,0.000000
18,101,1512795994.838800,64,48,1003,-0.054688,-0.024418,-0.135306
21,107,1512795996.056600,64,48,1001,-0.073299,-0.032285,-0.180232
20,105,1512795995.653100,64,48,1003,-0.068912,-0.029917,-0.170303
23,111,1512795996.871600,64,48,1004,-0.051727,-0.025441,-0.159140
49,154,1512796005.511600,64,48,926,-0.020691,-0.031252,-0.149152
48,153,1512796005.315900,64,48,968,-0.020955,-0.023900,-0.139981
50,156,1512796005.917500,64,48,954,-0.020425,-0.008682,-0.131388
58,172,1512796009.117800,64,48,1000,-0.009011,-0.001122,0.010643
63,180,1512796010.743800,64,48,1002,-0.001880,0.001766,0.019546
64,182,1512796011.143500,64,48,1002,-0.002915,0.001970,0.016067
65,184,1512796011.535000,64,48,1003,-0.004566,0.000732,0.010639
87,230,1512796020.875200,64,48,1004,-0.033691,-0.014703,-0.096538
86,229,1512796020.680800,64,48,994,-0.024705,-0.017864,-0.094493
88,231,1512796021.070000,64,48,995,-0.033887,-0.004760,-0.102780
