mnID,nmFrameID,TimeStamp,mnGridCols,mnGridRows,KeyPoints,PoseX,PoseY,PoseZ
0,0,1512795974.330300,64,48,1893,0.000000,0.000000,0.000000
18,101,1512795994.838800,64,48,1003,-0.052759,-0.023690,-0.132404
21,107,1512795996.056600,64,48,1001,-0.070526,-0.031443,-0.176555
20,105,1512795995.653100,64,48,1003,-0.066490,-0.029421,-0.166812
23,111,1512795996.871600,64,48,1004,-0.049367,-0.024407,-0.155541
49,154,1512796005.511600,64,48,926,-0.024173,-0.025814,-0.134849
48,153,1512796005.315900,64,48,968,-0.023955,-0.020464,-0.125347
50,156,1512796005.917500,64,48,954,-0.021673,-0.008753,-0.115265
58,172,1512796009.117800,64,48,1000,-0.008747,-0.000908,0.009334
63,180,1512796010.743800,64,48,1002,-0.001703,0.001847,0.018117
64,182,1512796011.143500,64,48,1002,-0.002772,0.001968,0.014826
65,184,1512796011.535000,64,48,1003,-0.004478,0.000740,0.009232
86,229,1512796020.680800,64,48,994,-0.023963,-0.017101,-0.093548
90,234,1512796021.672900,64,48,1002,-0.024427,-0.001945,-0.120484
95,245,1512796023.894900,64,48,1001,-0.025286,-0.026320,-0.158116
94,244,1512796023.700500,64,48,997,-0.022012,-0.023573,-0.151865
