mnID,nmFrameID,TimeStamp,mnGridCols,mnGridRows,KeyPoints,PoseX,PoseY,PoseZ
0,0,1512795974.330300,64,48,1893,0.000000,0.000000,0.000000
1,70,1512795988.494500,64,48,1922,-0.014578,-0.013536,-0.034864
12,89,1512795992.407200,64,48,1004,-0.013018,-0.009697,-0.039051
18,101,1512795994.838800,64,48,1003,-0.055477,-0.027440,-0.155871
16,94,1512795993.439700,64,48,1005,-0.027483,-0.017275,-0.088903
21,107,1512795996.056600,64,48,1001,-0.075578,-0.035117,-0.206606
20,105,1512795995.653100,64,48,1003,-0.071552,-0.033516,-0.195596
25,116,1512795997.892700,64,48,1003,-0.031651,-0.018723,-0.119213
23,111,1512795996.871600,64,48,1004,-0.052018,-0.028407,-0.182291
24,114,1512795997.485400,64,48,1004,-0.036855,-0.023292,-0.141341
